gt_id,scene,sar_frame,pool_type,gt_box_available,image_available,gt_x,gt_y,gt_w,gt_h,gt_area_px,gt_aspect_ratio,gt_long_axis_px,gt_short_axis_px,gt_orientation_proxy,near_image_boundary,valid_for_scale_reference,scale_outlier_flag,scale_outlier_reason,notes
frameadd_gm_rm011_000131_000273_03,GM_RM011,273,gm011_waiting_object_stream,yes,yes,1212.821,1189.032,73.429,174.796,12835.095,2.3805,174.796,73.429,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=55.222
frameadd_gm_rm011_000131_000273_04,GM_RM011,273,gm011_waiting_object_stream,yes,yes,1291.037,1189.032,81.489,183.404,14945.409,2.2507,183.404,81.489,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=51.9
frameadd_gm_rm011_000132_000274_01,GM_RM011,274,gm011_waiting_object_stream,yes,yes,1067.541,1156.243,74.004,185.282,13711.609,2.5037,185.282,74.004,vertical_like,no,no,extreme_aspect,GT aspect ratio is in the upper tail of the 442-row distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=83.881
frameadd_gm_rm011_000132_000274_02,GM_RM011,274,gm011_waiting_object_stream,yes,yes,1135.454,1195.305,74.186,177.221,13147.317,2.3889,177.221,74.186,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=50.084
frameadd_gm_rm011_000132_000274_03,GM_RM011,274,gm011_waiting_object_stream,yes,yes,1211.609,1194.184,74.004,174.221,12893.051,2.3542,174.221,74.004,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=52.706
saronly_gm_rm011_000274_01,GM_RM011,274,sar_only,yes,yes,1288.977,1188.002,80.368,185.464,14905.371,2.3077,185.464,80.368,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=53.266
frameadd_gm_rm011_000132_000275_01,GM_RM011,275,gm011_waiting_object_stream,yes,yes,1071.48,1165.334,76.246,177.221,13512.392,2.3243,177.221,76.246,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=78.779
frameadd_gm_rm011_000132_000275_02,GM_RM011,275,gm011_waiting_object_stream,yes,yes,1143.788,1191.093,72.125,186.404,13444.388,2.5845,186.404,72.125,vertical_like,no,no,extreme_aspect,GT aspect ratio is in the upper tail of the 442-row distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=48.503
frameadd_gm_rm011_000132_000275_03,GM_RM011,275,gm011_waiting_object_stream,yes,yes,1214.791,1190.062,76.246,181.343,13826.678,2.3784,181.343,76.246,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=51.991
saronly_gm_rm011_000275_02,GM_RM011,275,sar_only,yes,yes,1296.189,1188.002,82.429,181.343,14947.922,2.2,181.343,82.429,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=53.943
frameadd_gm_rm011_000132_000276_01,GM_RM011,276,gm011_waiting_object_stream,yes,yes,1072.511,1159.152,82.429,185.464,15287.612,2.25,185.464,82.429,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=79.467
frameadd_gm_rm011_000132_000276_02,GM_RM011,276,gm011_waiting_object_stream,yes,yes,1149.787,1182.668,74.004,189.404,14016.654,2.5594,189.404,74.004,vertical_like,no,no,extreme_aspect,GT aspect ratio is in the upper tail of the 442-row distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=54.28
frameadd_gm_rm011_000132_000276_03,GM_RM011,276,gm011_waiting_object_stream,yes,yes,1220.882,1192.032,71.186,181.525,12922.039,2.55,181.525,71.186,vertical_like,no,no,extreme_aspect,GT aspect ratio is in the upper tail of the 442-row distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=50.019
saronly_gm_rm011_000276_01,GM_RM011,276,sar_only,yes,yes,1295.159,1178.729,68.004,179.282,12191.893,2.6363,179.282,68.004,vertical_like,no,no,extreme_aspect,GT aspect ratio is in the upper tail of the 442-row distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=64.498
frameadd_gm_rm011_000133_000277_01,GM_RM011,277,gm011_waiting_object_stream,yes,yes,1073.541,1162.425,78.489,179.282,14071.665,2.2842,179.282,78.489,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=79.415
frameadd_gm_rm011_000133_000277_02,GM_RM011,277,gm011_waiting_object_stream,yes,yes,1145.666,1179.668,75.125,195.768,14707.071,2.6059,195.768,75.125,vertical_like,no,no,extreme_aspect,GT aspect ratio is in the upper tail of the 442-row distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=56.448
frameadd_gm_rm011_000133_000277_03,GM_RM011,277,gm011_waiting_object_stream,yes,yes,1222.004,1178.729,78.307,195.768,15330.005,2.5,195.768,78.307,vertical_like,no,no,too_large,GT area is in the upper tail of the 442-row vehicle-scale distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=56.08
saronly_gm_rm011_000277_01,GM_RM011,277,sar_only,yes,yes,1300.037,1192.214,76.246,179.282,13669.535,2.3514,179.282,76.246,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=50.869
frameadd_gm_rm011_000133_000278_01,GM_RM011,278,gm011_waiting_object_stream,yes,yes,1074.571,1172.546,71.186,162.796,11588.796,2.2869,162.796,71.186,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=80.056
frameadd_gm_rm011_000133_000278_02,GM_RM011,278,gm011_waiting_object_stream,yes,yes,1145.757,1188.002,70.064,173.1,12128.078,2.4706,173.1,70.064,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=58.278
frameadd_gm_rm011_000133_000278_03,GM_RM011,278,gm011_waiting_object_stream,yes,yes,1223.973,1192.123,80.368,168.979,13580.504,2.1026,168.979,80.368,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=56.037
saronly_gm_rm011_000278_01,GM_RM011,278,sar_only,yes,yes,1301.341,1222.004,63.882,146.311,9346.639,2.2903,146.311,63.882,vertical_like,no,no,too_small,GT scale is in the lower tail of the 442-row vehicle-scale distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=38.841
frameadd_gm_rm011_000134_000279_01,GM_RM011,279,gm011_waiting_object_stream,yes,yes,1081.784,1166.364,68.004,171.039,11631.336,2.5151,171.039,68.004,vertical_like,no,no,extreme_aspect,GT aspect ratio is in the upper tail of the 442-row distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=80.982
frameadd_gm_rm011_000134_000279_02,GM_RM011,279,gm011_waiting_object_stream,yes,yes,1147.818,1195.214,68.943,169.918,11714.657,2.4646,169.918,68.943,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=53.827
frameadd_gm_rm011_000134_000279_03,GM_RM011,279,gm011_waiting_object_stream,yes,yes,1222.004,1197.275,70.064,162.796,11406.139,2.3235,162.796,70.064,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=54.154
frameadd_gm_rm011_000134_000280_01,GM_RM011,280,gm011_waiting_object_stream,yes,yes,1080.936,1150.909,79.429,190.707,15147.666,2.401,190.707,79.429,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=86.41
frameadd_gm_rm011_000134_000280_02,GM_RM011,280,gm011_waiting_object_stream,yes,yes,1157.091,1197.275,74.368,166.918,12413.358,2.2445,166.918,74.368,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=53.266
frameadd_gm_rm011_000134_000280_03,GM_RM011,280,gm011_waiting_object_stream,yes,yes,1233.52,1202.427,71.368,156.614,11177.228,2.1945,156.614,71.368,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=52.068
frameadd_gm_rm011_000135_000282_01,GM_RM011,282,gm011_waiting_object_stream,yes,yes,1094.997,1167.485,69.307,168.039,11646.279,2.4246,168.039,69.307,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=80.283
frameadd_gm_rm011_000135_000282_02,GM_RM011,282,gm011_waiting_object_stream,yes,yes,1163.273,1185.941,76.246,185.464,14140.888,2.4324,185.464,76.246,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=52.894
frameadd_gm_rm011_000135_000282_03,GM_RM011,282,gm011_waiting_object_stream,yes,yes,1242.793,1185.941,74.55,185.464,13826.341,2.4878,185.464,74.55,vertical_like,no,no,extreme_aspect,GT aspect ratio is in the upper tail of the 442-row distribution.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=52.953
frameadd_gm_rm011_000136_000283_01,GM_RM011,283,gm011_waiting_object_stream,yes,yes,1100.421,1160.182,70.064,171.039,11983.676,2.4412,171.039,70.064,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=86.063
frameadd_gm_rm011_000136_000283_02,GM_RM011,283,gm011_waiting_object_stream,yes,yes,1169.455,1171.516,71.368,161.857,11551.41,2.2679,161.857,71.368,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=79.263
frameadd_gm_rm011_000136_000283_03,GM_RM011,283,gm011_waiting_object_stream,yes,yes,1240.641,1189.032,74.368,166.918,12413.358,2.2445,166.918,74.368,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=59.118
frameadd_gm_rm011_000136_000284_01,GM_RM011,284,gm011_waiting_object_stream,yes,yes,1100.239,1165.425,77.186,175.161,13519.977,2.2693,175.161,77.186,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=77.44
frameadd_gm_rm011_000136_000284_02,GM_RM011,284,gm011_waiting_object_stream,yes,yes,1171.607,1178.82,72.307,156.614,11324.288,2.166,156.614,72.307,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=73.523
frameadd_gm_rm011_000136_000284_03,GM_RM011,284,gm011_waiting_object_stream,yes,yes,1246.823,1187.062,75.854,170.857,12960.187,2.2524,170.857,75.854,vertical_like,no,yes,none,GT scale is inside the fixed diagnostic reference band.,Scale statistics are GT-anchored posthoc diagnostics. min_image_margin_px=59.072
