hypothesis_id,case_id,composition_type,primitives_used,composition_rule_public,n_primitives,spatial_extent,range_extent,azimuth_extent,internal_consistency,peak_competition_context,temporal_support_available,compatible_with_optical_state,compatible_with_vehicle_physics,posthoc_gt_relation_validation_only,can_support_association,why_not_identity_truth,failure_mode,notes
COMP00204,PAIR_GM_RM017_o168_s351_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,azimuth_ridge;range_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=141030;gt_box=w=160.616;h=71.042;heading=-6.000,420,49.3085,medium_spread_structure,serious,yes,uncertain,uncertain,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00205,PAIR_GM_RM017_o169_s352_oty1t_obj_GM_RM017_bytetrack_bt_0008,stable-tube vehicle proxy,azimuth_ridge;range_ridge;azimuth_ridge,stable SAR tube plus compact/multi-peak primitive family,3,support_area_px=142641;gt_box=w=154.000;h=76.407;heading=176.000,420,49.7038,medium_temporal_but_not_unique,serious,yes,uncertain,yes,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00206,PAIR_GM_RM017_o169_s353_oty1t_obj_GM_RM017_bytetrack_bt_0008,stable-tube vehicle proxy,azimuth_ridge;range_ridge;azimuth_ridge,stable SAR tube plus compact/multi-peak primitive family,3,support_area_px=142641;gt_box=w=157.981;h=75.187;heading=-3.000,420,49.7038,medium_temporal_but_not_unique,serious,yes,uncertain,yes,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00207,PAIR_GM_RM017_o171_s356_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,range_ridge;azimuth_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=145548;gt_box=w=150.438;h=68.583;heading=178.000,420,50.7202,low_or_ambiguous,serious,yes,uncertain,uncertain,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00208,PAIR_GM_RM017_o171_s357_oty1t_obj_GM_RM017_bytetrack_bt_0008,stable-tube vehicle proxy,range_ridge;azimuth_ridge;azimuth_ridge,stable SAR tube plus compact/multi-peak primitive family,3,support_area_px=145548;gt_box=w=155.652;h=68.023;heading=-3.000,420,50.7202,medium_temporal_but_not_unique,serious,yes,uncertain,yes,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00209,PAIR_GM_RM017_o172_s358_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,range_ridge;azimuth_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=146493;gt_box=w=163.410;h=74.933;heading=177.000,420,51.0287,low_or_ambiguous,serious,yes,uncertain,uncertain,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00210,PAIR_GM_RM017_o172_s359_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,range_ridge;azimuth_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=146493;gt_box=w=157.268;h=73.105;heading=-3.000,420,51.0287,low_or_ambiguous,not_serious_by_current_proxy,yes,uncertain,uncertain,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00211,PAIR_GM_RM017_o173_s360_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,range_ridge;azimuth_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=148014;gt_box=w=145.640;h=77.468;heading=176.000,420,51.5858,low_or_ambiguous,not_serious_by_current_proxy,yes,uncertain,uncertain,gt_inside=true;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00212,PAIR_GM_RM017_o173_s361_oty1t_obj_GM_RM017_bytetrack_bt_0008,range-spread body hypothesis,range_ridge;azimuth_ridge;azimuth_ridge,radial primitive extent suggests body/ridge or sidelobe risk,3,support_area_px=148014;gt_box=w=162.497;h=71.039;heading=-3.000,420,51.5858,low_or_ambiguous,serious,yes,uncertain,uncertain,gt_inside=true;topk_near=false,review,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00213,PAIR_GM_RM019_o0_s0_oty1t_obj_GM_RM019_bytetrack_bt_0001,range-spread body hypothesis,azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,2,support_area_px=209574;gt_box=w=145.813;h=64.500;heading=1.000,420,73.8325,low_or_ambiguous,serious,yes,uncertain,uncertain,gt_inside=false;topk_near=false,review,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00214,PAIR_GM_RM019_o2_s4_oty1t_obj_GM_RM019_bytetrack_bt_0001,range-spread body hypothesis,azimuth_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,2,support_area_px=204453;gt_box=w=149.373;h=65.033;heading=6.000,420,72.0483,low_or_ambiguous,serious,yes,uncertain,uncertain,gt_inside=false;topk_near=true,no,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
COMP00215,PAIR_GM_RM019_o4_s8_oty1t_obj_GM_RM019_bytetrack_bt_0001,range-spread body hypothesis,range_ridge;range_ridge,radial primitive extent suggests body/ridge or sidelobe risk,2,support_area_px=195795;gt_box=w=146.206;h=70.677;heading=5.000,420,68.9963,low_or_ambiguous,serious,yes,uncertain,uncertain,gt_inside=false;topk_near=false,review,object-time association still has wrong-object/wrong-frame confounding; this is not a final label,no_unique_structure_isolated,Composition hypothesis uses public structure rules and posthoc validation columns; no final box is emitted.
