background_association_id,sar_frame,background_track_id,component_id,association_result,match_distance_px,support_observation_count_after,support_unique_frame_count_after,track_component_count_this_frame,component_track_count_this_frame,background_state_after,vehicle_motion_conflict,conflict_reason
BGASSOC_000393_BG_D1_R1_0276,393,BG_D1_R1_0276,D1R1OBS_000393_0017,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000393_BG_D1_R1_0277,393,BG_D1_R1_0277,D1R1OBS_000393_0028,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000393_BG_D1_R1_0278,393,BG_D1_R1_0278,D1R1OBS_000393_0030,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000394_BG_D1_R1_0237,394,BG_D1_R1_0237,D1R1OBS_000394_0032,matched_existing_track,2.27122,4,4,1,1,static_background_candidate,false,
BGASSOC_000394_BG_D1_R1_0273,394,BG_D1_R1_0273,D1R1OBS_000394_0012,matched_existing_track,2.622287,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000394_BG_D1_R1_0242,394,BG_D1_R1_0242,D1R1OBS_000394_0001,matched_existing_track,2.995931,3,3,1,1,static_background_candidate,false,
BGASSOC_000394_BG_D1_R1_0271,394,BG_D1_R1_0271,D1R1OBS_000394_0003,matched_existing_track,3.045781,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000394_BG_D1_R1_0278,394,BG_D1_R1_0278,D1R1OBS_000394_0029,matched_existing_track,3.222052,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000394_BG_D1_R1_0265,394,BG_D1_R1_0265,D1R1OBS_000394_0004,matched_existing_track,3.273937,3,3,1,1,static_background_candidate,false,
BGASSOC_000394_BG_D1_R1_0274,394,BG_D1_R1_0274,D1R1OBS_000394_0015,matched_existing_track,3.487718,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000394_BG_D1_R1_0246,394,BG_D1_R1_0246,D1R1OBS_000394_0013,matched_existing_track,3.920192,5,5,1,1,static_background_supported,false,
BGASSOC_000394_BG_D1_R1_0276,394,BG_D1_R1_0276,D1R1OBS_000394_0020,matched_existing_track,4.63733,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000394_BG_D1_R1_0229,394,BG_D1_R1_0229,D1R1OBS_000394_0017,matched_existing_track,5.0671,4,4,1,1,static_background_candidate,false,
BGASSOC_000394_BG_D1_R1_0275,394,BG_D1_R1_0275,D1R1OBS_000394_0011,matched_existing_track,5.389365,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000394_BG_D1_R1_0270,394,BG_D1_R1_0270,D1R1OBS_000394_0030,matched_existing_track,5.983977,3,3,1,1,static_background_candidate,false,
BGASSOC_000394_BG_D1_R1_0244,394,BG_D1_R1_0244,D1R1OBS_000394_0005,matched_existing_track,8.102866,5,5,1,1,static_background_supported,false,
BGASSOC_000394_BG_D1_R1_0264,394,BG_D1_R1_0264,D1R1OBS_000394_0002,matched_existing_track,9.49144,3,3,1,1,static_background_candidate,false,
BGASSOC_000394_BG_D1_R1_0272,394,BG_D1_R1_0272,D1R1OBS_000394_0010,matched_existing_track,9.644803,2,2,1,1,background_recurrence_candidate,false,
BGASSOC_000394_BG_D1_R1_0279,394,BG_D1_R1_0279,D1R1OBS_000394_0007,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000394_BG_D1_R1_0280,394,BG_D1_R1_0280,D1R1OBS_000394_0008,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000394_BG_D1_R1_0281,394,BG_D1_R1_0281,D1R1OBS_000394_0009,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000394_BG_D1_R1_0282,394,BG_D1_R1_0282,D1R1OBS_000394_0016,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000394_BG_D1_R1_0283,394,BG_D1_R1_0283,D1R1OBS_000394_0019,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000394_BG_D1_R1_0284,394,BG_D1_R1_0284,D1R1OBS_000394_0022,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000394_BG_D1_R1_0285,394,BG_D1_R1_0285,D1R1OBS_000394_0027,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000394_BG_D1_R1_0286,394,BG_D1_R1_0286,D1R1OBS_000394_0031,new_track,0,1,1,1,1,unresolved_response,false,
BGASSOC_000394_BG_D1_R1_0287,394,BG_D1_R1_0287,D1R1OBS_000394_0033,new_track,0,1,1,1,1,unresolved_response,false,
