template_id,response_unit_id,sar_frame,template_family,template_axis,template_operation,delta_m,delta_px,region_pixel_count,energy_delta,inner_density_delta,outer_band_density_delta,component_count_delta,principal_axis_change_deg,scale_yaw_feasible_change,template_scope
R21B00004_T34,R21B00004,27,scale_resize,range,resize,0.3,10,290,3875.555556,1.422222,-0.355556,0,6.041835,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00004_T35,R21B00004,27,scale_resize,azimuth,resize,-0.3,-10,39,-586.666667,-1.422222,0.355556,0,6.041835,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00004_T36,R21B00004,27,scale_resize,azimuth,resize,0.3,10,276,3626.666667,1.422222,-0.355556,0,6.041835,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00005_T01,R21B00005,27,center_shift,range,shift,-0.15,-5,287,-244.495904,-0.970222,0.242555,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00005_T02,R21B00005,27,center_shift,range,shift,0.15,5,287,-244.495904,-0.970222,0.242555,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00005_T03,R21B00005,27,center_shift,azimuth,shift,-0.15,-5,287,-244.495904,-0.970222,0.242555,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00005_T04,R21B00005,27,center_shift,azimuth,shift,0.15,5,287,-244.495904,-0.970222,0.242555,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00005_T05,R21B00005,27,center_shift,range,shift,-0.3,-10,287,-488.991809,-1.940444,0.485111,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00005_T06,R21B00005,27,center_shift,range,shift,0.3,10,287,-488.991809,-1.940444,0.485111,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00005_T07,R21B00005,27,center_shift,azimuth,shift,-0.3,-10,287,-488.991809,-1.940444,0.485111,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00005_T08,R21B00005,27,center_shift,azimuth,shift,0.3,10,287,-488.991809,-1.940444,0.485111,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00005_T09,R21B00005,27,center_shift,range,shift,-0.45,-15,287,-621.075,-2.464583,0.616146,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00005_T10,R21B00005,27,center_shift,range,shift,0.45,15,287,-621.075,-2.464583,0.616146,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00005_T11,R21B00005,27,center_shift,azimuth,shift,-0.45,-15,287,-621.075,-2.464583,0.616146,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00005_T12,R21B00005,27,center_shift,azimuth,shift,0.45,15,287,-621.075,-2.464583,0.616146,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00005_T13,R21B00005,27,single_boundary_shift,range_min,move,-0.15,-5,371,3729.736111,-0.821528,0.205382,0,2.952493,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00005_T14,R21B00005,27,single_boundary_shift,range_min,move,0.15,5,202,952.972222,0.821528,-0.205382,0,2.952493,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00005_T15,R21B00005,27,single_boundary_shift,range_max,move,-0.15,-5,202,952.972222,-0.821528,0.205382,0,2.952493,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00005_T16,R21B00005,27,single_boundary_shift,range_max,move,0.15,5,371,3729.736111,0.821528,-0.205382,0,2.952493,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00005_T17,R21B00005,27,single_boundary_shift,azimuth_min,move,-0.15,-5,371,3729.736111,-0.821528,0.205382,0,2.952493,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00005_T18,R21B00005,27,single_boundary_shift,azimuth_min,move,0.15,5,202,952.972222,0.821528,-0.205382,0,2.952493,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00005_T19,R21B00005,27,single_boundary_shift,azimuth_max,move,-0.15,-5,202,952.972222,-0.821528,0.205382,0,2.952493,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00005_T20,R21B00005,27,single_boundary_shift,azimuth_max,move,0.15,5,371,3729.736111,0.821528,-0.205382,0,2.952493,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00005_T21,R21B00005,27,single_boundary_shift,range_min,move,-0.3,-10,456,5126.333333,-0.821528,0.205382,0,5.904985,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00005_T22,R21B00005,27,single_boundary_shift,range_min,move,0.3,10,117,-443.625,0.821528,-0.205382,0,5.904985,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00005_T23,R21B00005,27,single_boundary_shift,range_max,move,-0.3,-10,117,-443.625,-0.821528,0.205382,0,5.904985,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00005_T24,R21B00005,27,single_boundary_shift,range_max,move,0.3,10,456,5126.333333,0.821528,-0.205382,0,5.904985,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00005_T25,R21B00005,27,single_boundary_shift,azimuth_min,move,-0.3,-10,456,5126.333333,-0.821528,0.205382,0,5.904985,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00005_T26,R21B00005,27,single_boundary_shift,azimuth_min,move,0.3,10,117,-443.625,0.821528,-0.205382,0,5.904985,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00005_T27,R21B00005,27,single_boundary_shift,azimuth_max,move,-0.3,-10,117,-443.625,-0.821528,0.205382,0,5.904985,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00005_T28,R21B00005,27,single_boundary_shift,azimuth_max,move,0.3,10,456,5126.333333,0.821528,-0.205382,0,5.904985,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00005_T29,R21B00005,27,scale_resize,range,resize,-0.15,-5,202,952.972222,-1.314444,0.328611,0,2.361994,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00005_T30,R21B00005,27,scale_resize,range,resize,0.15,5,371,3729.736111,1.314444,-0.328611,0,2.361994,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00005_T31,R21B00005,27,scale_resize,azimuth,resize,-0.15,-5,202,952.972222,-1.314444,0.328611,0,2.361994,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00005_T32,R21B00005,27,scale_resize,azimuth,resize,0.15,5,371,3729.736111,1.314444,-0.328611,0,2.361994,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00005_T33,R21B00005,27,scale_resize,range,resize,-0.3,-10,117,-443.625,-1.314444,0.328611,0,4.723988,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00005_T34,R21B00005,27,scale_resize,range,resize,0.3,10,456,5126.333333,1.314444,-0.328611,0,4.723988,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00005_T35,R21B00005,27,scale_resize,azimuth,resize,-0.3,-10,117,-443.625,-1.314444,0.328611,0,4.723988,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00005_T36,R21B00005,27,scale_resize,azimuth,resize,0.3,10,456,5126.333333,1.314444,-0.328611,0,4.723988,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00006_T01,R21B00006,27,center_shift,range,shift,-0.15,-5,24086,-1890.137833,-0.070593,0.017648,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00006_T02,R21B00006,27,center_shift,range,shift,0.15,5,24086,-1890.137833,-0.070593,0.017648,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00006_T03,R21B00006,27,center_shift,azimuth,shift,-0.15,-5,24086,-1890.137833,-0.070593,0.017648,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00006_T04,R21B00006,27,center_shift,azimuth,shift,0.15,5,24086,-1890.137833,-0.070593,0.017648,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00006_T05,R21B00006,27,center_shift,range,shift,-0.3,-10,24086,-3780.275666,-0.141187,0.035297,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00006_T06,R21B00006,27,center_shift,range,shift,0.3,10,24086,-3780.275666,-0.141187,0.035297,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00006_T07,R21B00006,27,center_shift,azimuth,shift,-0.3,-10,24086,-3780.275666,-0.141187,0.035297,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00006_T08,R21B00006,27,center_shift,azimuth,shift,0.3,10,24086,-3780.275666,-0.141187,0.035297,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00006_T09,R21B00006,27,center_shift,range,shift,-0.45,-15,24086,-5670.413499,-0.21178,0.052945,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00006_T10,R21B00006,27,center_shift,range,shift,0.45,15,24086,-5670.413499,-0.21178,0.052945,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00006_T11,R21B00006,27,center_shift,azimuth,shift,-0.45,-15,24086,-5670.413499,-0.21178,0.052945,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00006_T12,R21B00006,27,center_shift,azimuth,shift,0.45,15,24086,-5670.413499,-0.21178,0.052945,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00006_T13,R21B00006,27,single_boundary_shift,range_min,move,-0.15,-5,24948,117447.058824,-0.60866,0.152165,0,0.289954,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00006_T14,R21B00006,27,single_boundary_shift,range_min,move,0.15,5,23224,96460.457516,0.60866,-0.152165,0,0.289954,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00006_T15,R21B00006,27,single_boundary_shift,range_max,move,-0.15,-5,23224,96460.457516,-0.60866,0.152165,0,0.289954,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00006_T16,R21B00006,27,single_boundary_shift,range_max,move,0.15,5,24948,117447.058824,0.60866,-0.152165,0,0.289954,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00006_T17,R21B00006,27,single_boundary_shift,azimuth_min,move,-0.15,-5,24784,115450.653595,-0.60866,0.152165,0,0.289954,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00006_T18,R21B00006,27,single_boundary_shift,azimuth_min,move,0.15,5,23387,98444.689542,0.60866,-0.152165,0,0.289954,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00006_T19,R21B00006,27,single_boundary_shift,azimuth_max,move,-0.15,-5,23387,98444.689542,-0.60866,0.152165,0,0.289954,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00006_T20,R21B00006,27,single_boundary_shift,azimuth_max,move,0.15,5,24784,115450.653595,0.60866,-0.152165,0,0.289954,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00006_T21,R21B00006,27,single_boundary_shift,range_min,move,-0.3,-10,25810,127940.359477,-0.60866,0.152165,0,0.579908,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00006_T22,R21B00006,27,single_boundary_shift,range_min,move,0.3,10,22361,85954.98366,0.60866,-0.152165,0,0.579908,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00006_T23,R21B00006,27,single_boundary_shift,range_max,move,-0.3,-10,22361,85954.98366,-0.60866,0.152165,0,0.579908,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00006_T24,R21B00006,27,single_boundary_shift,range_max,move,0.3,10,25810,127940.359477,0.60866,-0.152165,0,0.579908,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00006_T25,R21B00006,27,single_boundary_shift,azimuth_min,move,-0.3,-10,25482,123947.54902,-0.60866,0.152165,0,0.579908,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00006_T26,R21B00006,27,single_boundary_shift,azimuth_min,move,0.3,10,22689,89947.794118,0.60866,-0.152165,0,0.579908,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00006_T27,R21B00006,27,single_boundary_shift,azimuth_max,move,-0.3,-10,22689,89947.794118,-0.60866,0.152165,0,0.579908,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00006_T28,R21B00006,27,single_boundary_shift,azimuth_max,move,0.3,10,25482,123947.54902,0.60866,-0.152165,0,0.579908,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00006_T29,R21B00006,27,scale_resize,range,resize,-0.15,-5,23224,96460.457516,-0.973856,0.243464,0,0.231963,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00006_T30,R21B00006,27,scale_resize,range,resize,0.15,5,24948,117447.058824,0.973856,-0.243464,0,0.231963,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00006_T31,R21B00006,27,scale_resize,azimuth,resize,-0.15,-5,23387,98444.689542,-0.973856,0.243464,0,0.231963,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00006_T32,R21B00006,27,scale_resize,azimuth,resize,0.15,5,24784,115450.653595,0.973856,-0.243464,0,0.231963,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00006_T33,R21B00006,27,scale_resize,range,resize,-0.3,-10,22361,85954.98366,-0.973856,0.243464,0,0.463926,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00006_T34,R21B00006,27,scale_resize,range,resize,0.3,10,25810,127940.359477,0.973856,-0.243464,0,0.463926,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00006_T35,R21B00006,27,scale_resize,azimuth,resize,-0.3,-10,22689,89947.794118,-0.973856,0.243464,0,0.463926,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00006_T36,R21B00006,27,scale_resize,azimuth,resize,0.3,10,25482,123947.54902,0.973856,-0.243464,0,0.463926,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00007_T01,R21B00007,28,center_shift,range,shift,-0.15,-5,18042,-1408.195296,-0.071642,0.017911,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00007_T02,R21B00007,28,center_shift,range,shift,0.15,5,18042,-1408.195296,-0.071642,0.017911,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00007_T03,R21B00007,28,center_shift,azimuth,shift,-0.15,-5,18042,-1408.195296,-0.071642,0.017911,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00007_T04,R21B00007,28,center_shift,azimuth,shift,0.15,5,18042,-1408.195296,-0.071642,0.017911,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00007_T05,R21B00007,28,center_shift,range,shift,-0.3,-10,18042,-2816.390593,-0.143284,0.035821,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00007_T06,R21B00007,28,center_shift,range,shift,0.3,10,18042,-2816.390593,-0.143284,0.035821,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00007_T07,R21B00007,28,center_shift,azimuth,shift,-0.3,-10,18042,-2816.390593,-0.143284,0.035821,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00007_T08,R21B00007,28,center_shift,azimuth,shift,0.3,10,18042,-2816.390593,-0.143284,0.035821,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00007_T09,R21B00007,28,center_shift,range,shift,-0.45,-15,18042,-4224.585889,-0.214926,0.053732,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00007_T10,R21B00007,28,center_shift,range,shift,0.45,15,18042,-4224.585889,-0.214926,0.053732,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00007_T11,R21B00007,28,center_shift,azimuth,shift,-0.45,-15,18042,-4224.585889,-0.214926,0.053732,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00007_T12,R21B00007,28,center_shift,azimuth,shift,0.45,15,18042,-4224.585889,-0.214926,0.053732,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00007_T13,R21B00007,28,single_boundary_shift,range_min,move,-0.15,-5,18886,92471.52297,-0.604073,0.151018,0,0.296496,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00007_T14,R21B00007,28,single_boundary_shift,range_min,move,0.15,5,17199,72090.09375,0.604073,-0.151018,0,0.296496,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00007_T15,R21B00007,28,single_boundary_shift,range_max,move,-0.15,-5,17199,72090.09375,-0.604073,0.151018,0,0.296496,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00007_T16,R21B00007,28,single_boundary_shift,range_max,move,0.15,5,18886,92471.52297,0.604073,-0.151018,0,0.296496,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00007_T17,R21B00007,28,single_boundary_shift,azimuth_min,move,-0.15,-5,18577,88738.350694,-0.604073,0.151018,0,0.296496,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00007_T18,R21B00007,28,single_boundary_shift,azimuth_min,move,0.15,5,17508,75823.266026,0.604073,-0.151018,0,0.296496,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00007_T19,R21B00007,28,single_boundary_shift,azimuth_max,move,-0.15,-5,17508,75823.266026,-0.604073,0.151018,0,0.296496,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00007_T20,R21B00007,28,single_boundary_shift,azimuth_max,move,0.15,5,18577,88738.350694,0.604073,-0.151018,0,0.296496,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00007_T21,R21B00007,28,single_boundary_shift,range_min,move,-0.3,-10,19729,102656.196848,-0.604073,0.151018,0,0.592991,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00007_T22,R21B00007,28,single_boundary_shift,range_min,move,0.3,10,16356,61905.419872,0.604073,-0.151018,0,0.592991,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00007_T23,R21B00007,28,single_boundary_shift,range_max,move,-0.3,-10,16356,61905.419872,-0.604073,0.151018,0,0.592991,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00007_T24,R21B00007,28,single_boundary_shift,range_max,move,0.3,10,19729,102656.196848,0.604073,-0.151018,0,0.592991,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00007_T25,R21B00007,28,single_boundary_shift,azimuth_min,move,-0.3,-10,19112,95201.933761,-0.604073,0.151018,0,0.592991,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00007_T26,R21B00007,28,single_boundary_shift,azimuth_min,move,0.3,10,16973,69359.682959,0.604073,-0.151018,0,0.592991,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00007_T27,R21B00007,28,single_boundary_shift,azimuth_max,move,-0.3,-10,16973,69359.682959,-0.604073,0.151018,0,0.592991,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00007_T28,R21B00007,28,single_boundary_shift,azimuth_max,move,0.3,10,19112,95201.933761,0.604073,-0.151018,0,0.592991,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00007_T29,R21B00007,28,scale_resize,range,resize,-0.15,-5,17199,72090.09375,-0.966517,0.241629,0,0.237196,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
