path_id,control_type,control_index,control_component_id,control_sar_frame,control_azimuth_center,control_radial_pixel_center,control_radial_band,control_static_pressure,control_response_score
WGV34A_PATH_0000021,temporal_control_distribution,2,WGV33D_MAIN_F0082_C002634,82,41.9861,174,R1,0.43282746,4.376953
WGV34A_PATH_0000021,temporal_control_distribution,3,WGV33D_MAIN_F0085_C002764,85,39.4968,150,R1,0.42088773,4.442708
WGV34A_PATH_0000021,temporal_control_distribution,4,WGV33D_MAIN_F0085_C002765,85,39.9767,194,R1,0.438063,4.751953
WGV34A_PATH_0000021,temporal_control_distribution,5,WGV33D_MAIN_F0086_C002813,86,40.0269,194,R1,0.438063,3.708008
WGV34A_PATH_0000021,temporal_control_distribution,6,WGV33D_MAIN_F0087_C002855,87,40.0085,154,R1,0.42050016,3.615234
WGV34A_PATH_0000021,temporal_control_distribution,7,WGV33D_MAIN_F0087_C002856,87,40.5,196.1639,R1,0.43731506,3.414062
WGV34A_PATH_0000021,temporal_control_distribution,8,WGV33D_MAIN_F0087_C002857,87,41.979,162,R1,0.41529183,4.207031
WGV34A_PATH_0000021,temporal_control_distribution,9,WGV33D_MAIN_F0088_C002910,88,41.0207,198,R1,0.43396295,4.045898
WGV34A_PATH_0000021,temporal_control_distribution,10,WGV33D_MAIN_F0090_C003008,90,39.4598,174.8216,R1,0.42850577,2.685156
WGV34A_PATH_0000021,temporal_control_distribution,11,WGV33D_MAIN_F0091_C003059,91,41.0238,174,R1,0.43432333,4.814453
WGV34A_PATH_0000021,temporal_control_distribution,12,WGV33D_MAIN_F0100_C003454,100,40.0292,198,R1,0.42651082,2.650391
WGV34A_PATH_0000021,temporal_control_distribution,13,WGV33D_MAIN_F0112_C003915,112,42.9594,142,R1,0.42609606,7.099609
WGV34A_PATH_0000021,temporal_control_distribution,14,WGV33D_MAIN_F0130_C004466,130,47.3404,128.5854,R1,0.42367888,5.034831
WGV34A_PATH_0000021,temporal_control_distribution,15,WGV33D_MAIN_F0131_C004496,131,48.0102,130,R1,0.4190179,4.726562
WGV34A_PATH_0000021,temporal_control_distribution,16,WGV33D_MAIN_F0131_C004497,131,56.839,129.2786,R1,0.4128774,6.763281
WGV34A_PATH_0000021,temporal_control_distribution,17,WGV33D_MAIN_F0132_C004533,132,49.0871,133.2502,R1,0.41426003,4.08711
WGV34A_PATH_0000021,temporal_control_distribution,18,WGV33D_MAIN_F0132_C004534,132,56.4799,130.8456,R1,0.41498813,5.889648
WGV34A_PATH_0000021,temporal_control_distribution,19,WGV33D_MAIN_F0133_C004567,133,49.5577,134,R1,0.41640014,4.408854
WGV34A_PATH_0000021,temporal_control_distribution,20,WGV33D_MAIN_F0133_C004568,133,56.0942,133.4992,R1,0.41051867,5.625279
WGV34A_PATH_0000025,temporal_control_distribution,1,WGV33D_MAIN_F0049_C001466,49,-42.5419,86,R0,0.46792591,2.860026
WGV34A_PATH_0000025,temporal_control_distribution,2,WGV33D_MAIN_F0049_C001467,49,-35.9122,77.2399,R0,0.82647424,2.838477
WGV34A_PATH_0000025,temporal_control_distribution,3,WGV33D_MAIN_F0050_C001501,50,-35.1427,74.754,R0,0.98035758,2.886719
WGV34A_PATH_0000025,temporal_control_distribution,4,WGV33D_MAIN_F0051_C001531,51,-35.9655,77.0275,R0,0.82244475,3.171875
WGV34A_PATH_0000025,temporal_control_distribution,5,WGV33D_MAIN_F0052_C001558,52,-45.6633,81.2265,R0,0.96813397,2.520703
WGV34A_PATH_0000025,temporal_control_distribution,6,WGV33D_MAIN_F0052_C001560,52,-35.2711,72.4239,R0,1,2.631641
WGV34A_PATH_0000025,temporal_control_distribution,7,WGV33D_MAIN_F0052_C001561,52,-35.9669,82,R0,0.79890938,2.744141
WGV34A_PATH_0000025,temporal_control_distribution,8,WGV33D_MAIN_F0053_C001582,53,-40.8365,76.7919,R0,1,2.819661
WGV34A_PATH_0000025,temporal_control_distribution,9,WGV33D_MAIN_F0053_C001583,53,-34.0685,72.3067,R0,1,2.80625
WGV34A_PATH_0000025,temporal_control_distribution,10,WGV33D_MAIN_F0054_C001599,54,-39.5,76.246,R0,1,3.321289
WGV34A_PATH_0000025,temporal_control_distribution,11,WGV33D_MAIN_F0054_C001600,54,-35.4415,78,R0,0.91222893,2.692708
WGV34A_PATH_0000025,temporal_control_distribution,12,WGV33D_MAIN_F0057_C001679,57,-38.5648,82,R0,0.46369669,4.916016
WGV34A_PATH_0000025,temporal_control_distribution,13,WGV33D_MAIN_F0058_C001708,58,-38.0387,82,R0,0.62912383,4.26416
WGV34A_PATH_0000025,temporal_control_distribution,14,WGV33D_MAIN_F0059_C001740,59,-51.5639,126.8031,R0,0.43980849,4.123481
WGV34A_PATH_0000025,temporal_control_distribution,15,WGV33D_MAIN_F0059_C001744,59,-38.482,118,R0,0.44949503,3.811849
WGV34A_PATH_0000025,temporal_control_distribution,16,WGV33D_MAIN_F0059_C001746,59,-37.5154,78.9436,R0,0.90948651,4.886719
WGV34A_PATH_0000025,temporal_control_distribution,17,WGV33D_MAIN_F0060_C001775,60,-52.7501,124.2325,R0,0.44439322,3.166903
WGV34A_PATH_0000025,temporal_control_distribution,18,WGV33D_MAIN_F0060_C001779,60,-37.4535,78,R0,1,5.772135
WGV34A_PATH_0000025,temporal_control_distribution,19,WGV33D_MAIN_F0061_C001804,61,-52.4444,123.3407,R0,0.44244633,5.48005
WGV34A_PATH_0000025,temporal_control_distribution,20,WGV33D_MAIN_F0061_C001808,61,-37.2897,77.1036,R0,1,5.228027
WGV34A_PATH_0000026,temporal_control_distribution,1,WGV33D_MAIN_F0043_C001277,43,0.9901,194,R1,0.6339718,2.724121
WGV34A_PATH_0000026,temporal_control_distribution,2,WGV33D_MAIN_F0043_C001278,43,8.9756,186,R1,1,2.629883
WGV34A_PATH_0000026,temporal_control_distribution,3,WGV33D_MAIN_F0044_C001306,44,-1.4372,138,R1,1,2.707682
WGV34A_PATH_0000026,temporal_control_distribution,4,WGV33D_MAIN_F0044_C001307,44,1.4952,194,R1,0.69181353,2.731771
WGV34A_PATH_0000026,temporal_control_distribution,5,WGV33D_MAIN_F0044_C001308,44,2.4918,150,R1,1,3.126953
WGV34A_PATH_0000026,temporal_control_distribution,6,WGV33D_MAIN_F0044_C001309,44,9.9668,135.9352,R1,0.78928994,2.916016
WGV34A_PATH_0000026,temporal_control_distribution,7,WGV33D_MAIN_F0044_C001310,44,8.9789,186,R1,1,3.907227
WGV34A_PATH_0000026,temporal_control_distribution,8,WGV33D_MAIN_F0045_C001332,45,-2.9949,194,R1,0.79929694,3.128906
WGV34A_PATH_0000026,temporal_control_distribution,9,WGV33D_MAIN_F0045_C001333,45,-0.9691,138,R1,1,3.081543
WGV34A_PATH_0000026,temporal_control_distribution,10,WGV33D_MAIN_F0045_C001334,45,2.9626,150,R1,1,2.824707
WGV34A_PATH_0000026,temporal_control_distribution,11,WGV33D_MAIN_F0045_C001335,45,9.0272,186,R1,1,4.021484
WGV34A_PATH_0000026,temporal_control_distribution,12,WGV33D_MAIN_F0045_C001336,45,11.0499,154,R1,1,3.09082
WGV34A_PATH_0000026,temporal_control_distribution,13,WGV33D_MAIN_F0045_C001338,45,17.3521,203.3134,R1,0.79611993,2.589518
WGV34A_PATH_0000026,temporal_control_distribution,14,WGV33D_MAIN_F0046_C001366,46,-3.4825,194,R1,0.68909831,3.378255
WGV34A_PATH_0000026,temporal_control_distribution,15,WGV33D_MAIN_F0046_C001367,46,-0.9614,138,R1,1,3.348633
WGV34A_PATH_0000026,temporal_control_distribution,16,WGV33D_MAIN_F0046_C001368,46,0.9343,177.4683,R1,1,3.066127
WGV34A_PATH_0000026,temporal_control_distribution,17,WGV33D_MAIN_F0046_C001369,46,3.6419,132.5394,R1,0.56380276,2.858984
WGV34A_PATH_0000026,temporal_control_distribution,18,WGV33D_MAIN_F0046_C001371,46,8.4471,128.7531,R1,0.42910592,2.567708
WGV34A_PATH_0000026,temporal_control_distribution,19,WGV33D_MAIN_F0046_C001372,46,11.0469,154,R1,1,2.692383
WGV34A_PATH_0000026,temporal_control_distribution,20,WGV33D_MAIN_F0046_C001373,46,11.0267,166,R1,1,3.530273
WGV34A_PATH_0000028,temporal_control_distribution,1,WGV33D_MAIN_F0001_C000032,1,-28.0409,186,R1,1,3.058594
WGV34A_PATH_0000028,temporal_control_distribution,2,WGV33D_MAIN_F0045_C001327,45,-31.4094,142.3874,R1,0.43338614,2.908529
WGV34A_PATH_0000028,temporal_control_distribution,3,WGV33D_MAIN_F0045_C001328,45,-23.5226,134,R1,0.42262384,4.988281
WGV34A_PATH_0000028,temporal_control_distribution,4,WGV33D_MAIN_F0045_C001329,45,-18.9384,158.996,R1,1,2.458984
WGV34A_PATH_0000028,temporal_control_distribution,5,WGV33D_MAIN_F0000_C000003,0,-38.9839,162,R1,0.42534813,3.558594
WGV34A_PATH_0000028,temporal_control_distribution,6,WGV33D_MAIN_F0000_C000004,0,-37.4839,186,R1,0.45208062,2.751563
WGV34A_PATH_0000028,temporal_control_distribution,7,WGV33D_MAIN_F0000_C000007,0,-32.5429,186,R1,1,2.992188
WGV34A_PATH_0000028,temporal_control_distribution,8,WGV33D_MAIN_F0000_C000008,0,-23.0287,178,R1,1,2.482422
WGV34A_PATH_0000028,temporal_control_distribution,9,WGV33D_MAIN_F0046_C001359,46,-33.1927,140.5511,R1,0.43104526,3.0712
WGV34A_PATH_0000028,temporal_control_distribution,10,WGV33D_MAIN_F0046_C001360,46,-29.5,141.9284,R1,0.43407401,3.010417
WGV34A_PATH_0000028,temporal_control_distribution,11,WGV33D_MAIN_F0046_C001363,46,-16.5304,188.074,R1,1,2.621094
WGV34A_PATH_0000028,temporal_control_distribution,12,WGV33D_MAIN_F0047_C001399,47,-32.5139,139.9665,R1,0.43228577,3.492578
WGV34A_PATH_0000028,temporal_control_distribution,13,WGV33D_MAIN_F0047_C001400,47,-17.6586,189.2493,R1,1,3.617969
WGV34A_PATH_0000028,temporal_control_distribution,14,WGV33D_MAIN_F0048_C001437,48,-26.4864,202,R1,1,4.052083
WGV34A_PATH_0000028,temporal_control_distribution,15,WGV33D_MAIN_F0048_C001438,48,-25.2518,130.9628,R1,0.4257357,2.861328
WGV34A_PATH_0000028,temporal_control_distribution,16,WGV33D_MAIN_F0048_C001439,48,-18.4964,190,R1,1,3.811198
WGV34A_PATH_0000028,temporal_control_distribution,17,WGV33D_MAIN_F0049_C001468,49,-36.5429,134,R1,0.45623549,2.714844
WGV34A_PATH_0000028,temporal_control_distribution,18,WGV33D_MAIN_F0049_C001469,49,-36.0163,142,R1,0.43282746,2.914062
WGV34A_PATH_0000028,temporal_control_distribution,19,WGV33D_MAIN_F0049_C001470,49,-26.474,202,R1,1,3.145182
WGV34A_PATH_0000028,temporal_control_distribution,20,WGV33D_MAIN_F0049_C001471,49,-24.5135,130,R1,0.42884755,3.404297
WGV34A_PATH_0000030,temporal_control_distribution,1,WGV33D_MAIN_F0002_C000051,2,-13.2471,177.0073,R1,1,2.83252
WGV34A_PATH_0000030,temporal_control_distribution,2,WGV33D_MAIN_F0001_C000032,1,-28.0409,186,R1,1,3.058594
WGV34A_PATH_0000030,temporal_control_distribution,3,WGV33D_MAIN_F0001_C000035,1,-14.5518,178,R1,1,2.604167
WGV34A_PATH_0000030,temporal_control_distribution,4,WGV33D_MAIN_F0047_C001400,47,-17.6586,189.2493,R1,1,3.617969
WGV34A_PATH_0000030,temporal_control_distribution,5,WGV33D_MAIN_F0047_C001402,47,-11.0494,154,R1,1,3.587891
WGV34A_PATH_0000030,temporal_control_distribution,6,WGV33D_MAIN_F0047_C001403,47,-4.4839,178,R1,1,2.474609
WGV34A_PATH_0000030,temporal_control_distribution,7,WGV33D_MAIN_F0000_C000008,0,-23.0287,178,R1,1,2.482422
WGV34A_PATH_0000030,temporal_control_distribution,8,WGV33D_MAIN_F0048_C001437,48,-26.4864,202,R1,1,4.052083
WGV34A_PATH_0000030,temporal_control_distribution,9,WGV33D_MAIN_F0048_C001438,48,-25.2518,130.9628,R1,0.4257357,2.861328
WGV34A_PATH_0000030,temporal_control_distribution,10,WGV33D_MAIN_F0048_C001439,48,-18.4964,190,R1,1,3.811198
WGV34A_PATH_0000030,temporal_control_distribution,11,WGV33D_MAIN_F0048_C001441,48,-11.9905,154,R1,1,3.492188
WGV34A_PATH_0000030,temporal_control_distribution,12,WGV33D_MAIN_F0049_C001470,49,-26.474,202,R1,1,3.145182
WGV34A_PATH_0000030,temporal_control_distribution,13,WGV33D_MAIN_F0049_C001471,49,-24.5135,130,R1,0.42884755,3.404297
WGV34A_PATH_0000030,temporal_control_distribution,14,WGV33D_MAIN_F0049_C001472,49,-18.4759,190,R1,1,3.748698
WGV34A_PATH_0000030,temporal_control_distribution,15,WGV33D_MAIN_F0049_C001474,49,-11.5697,154,R1,1,3.376953
WGV34A_PATH_0000030,temporal_control_distribution,16,WGV33D_MAIN_F0050_C001503,50,-23.9994,190,R1,1,3.289062
WGV34A_PATH_0000030,temporal_control_distribution,17,WGV33D_MAIN_F0050_C001504,50,-18.043,190,R1,1,3.296875
WGV34A_PATH_0000030,temporal_control_distribution,18,WGV33D_MAIN_F0050_C001506,50,-11.9675,154,R1,1,3.098633
WGV34A_PATH_0000030,temporal_control_distribution,19,WGV33D_MAIN_F0050_C001507,50,-5.0256,202,R1,0.42163566,3.217773
WGV34A_PATH_0000030,temporal_control_distribution,20,WGV33D_MAIN_F0051_C001534,51,-25.0035,210,R1,1,4.792969
WGV34A_PATH_0000032,temporal_control_distribution,1,WGV33D_MAIN_F0003_C000077,3,-4.2638,195.264,R1,0.61986476,3.105469
WGV34A_PATH_0000032,temporal_control_distribution,2,WGV33D_MAIN_F0054_C001606,54,9.3962,178,R1,1,2.791016
WGV34A_PATH_0000032,temporal_control_distribution,3,WGV33D_MAIN_F0054_C001608,54,15.9841,135.0217,R1,0.53581681,2.992188
WGV34A_PATH_0000032,temporal_control_distribution,4,WGV33D_MAIN_F0055_C001629,55,16.741,137.0864,R1,0.64816688,2.645597
WGV34A_PATH_0000032,temporal_control_distribution,5,WGV33D_MAIN_F0056_C001652,56,6.9613,134,R1,0.45449032,2.890625
WGV34A_PATH_0000032,temporal_control_distribution,6,WGV33D_MAIN_F0056_C001653,56,16.4288,138.666,R1,0.62407755,2.931082
WGV34A_PATH_0000032,temporal_control_distribution,7,WGV33D_MAIN_F0056_C001654,56,16.5334,190,R1,1,3.403646
WGV34A_PATH_0000032,temporal_control_distribution,8,WGV33D_MAIN_F0057_C001689,57,7.9673,134,R1,0.45709449,3.795898
WGV34A_PATH_0000032,temporal_control_distribution,9,WGV33D_MAIN_F0058_C001717,58,8.0091,134,R1,0.45709449,2.979492
WGV34A_PATH_0000032,temporal_control_distribution,10,WGV33D_MAIN_F0058_C001718,58,13.5,179.8408,R1,1,2.538086
WGV34A_PATH_0000032,temporal_control_distribution,11,WGV33D_MAIN_F0058_C001719,58,16.9859,176.0565,R1,1,3.001953
WGV34A_PATH_0000032,temporal_control_distribution,12,WGV33D_MAIN_F0059_C001755,59,13.7653,180.0435,R1,1,2.621582
WGV34A_PATH_0000032,temporal_control_distribution,13,WGV33D_MAIN_F0060_C001787,60,11.9684,182,R1,1,3.071289
WGV34A_PATH_0000032,temporal_control_distribution,14,WGV33D_MAIN_F0061_C001817,61,5.0454,130,R1,0.45557142,3.09375
WGV34A_PATH_0000032,temporal_control_distribution,15,WGV33D_MAIN_F0061_C001819,61,11.5813,180.8355,R1,1,3.598958
WGV34A_PATH_0000032,temporal_control_distribution,16,WGV33D_MAIN_F0061_C001821,61,16.9692,194,R1,1,3.344727
WGV34A_PATH_0000032,temporal_control_distribution,17,WGV33D_MAIN_F0062_C001854,62,4.6224,128.587,R1,0.43916585,3.553516
WGV34A_PATH_0000032,temporal_control_distribution,18,WGV33D_MAIN_F0062_C001856,62,13.1296,181.4389,R1,1,3.217913
WGV34A_PATH_0000032,temporal_control_distribution,19,WGV33D_MAIN_F0062_C001857,62,13.0074,150,R1,1,2.329102
WGV34A_PATH_0000032,temporal_control_distribution,20,WGV33D_MAIN_F0062_C001859,62,17.0115,194,R1,1,2.976562
WGV34A_PATH_0000034,temporal_control_distribution,1,WGV33D_MAIN_F0006_C000173,6,-42.9431,130,R1,0.45075065,5.4375
WGV34A_PATH_0000034,temporal_control_distribution,2,WGV33D_MAIN_F0056_C001643,56,-30.9934,152.0198,R1,0.42797949,3.536621
WGV34A_PATH_0000034,temporal_control_distribution,3,WGV33D_MAIN_F0056_C001645,56,-25.8224,214,R1,0.89640822,4.787109
WGV34A_PATH_0000034,temporal_control_distribution,4,WGV33D_MAIN_F0005_C000135,5,-38.5048,192.4451,R1,0.52113033,5.874219
WGV34A_PATH_0000034,temporal_control_distribution,5,WGV33D_MAIN_F0005_C000137,5,-23.0393,182,R1,1,3.496094
WGV34A_PATH_0000034,temporal_control_distribution,6,WGV33D_MAIN_F0057_C001680,57,-29.7767,150.9512,R1,0.43868174,2.761719
WGV34A_PATH_0000034,temporal_control_distribution,7,WGV33D_MAIN_F0057_C001683,57,-24.0225,213.1304,R1,0.80481125,4.142822
WGV34A_PATH_0000034,temporal_control_distribution,8,WGV33D_MAIN_F0004_C000099,4,-44.5382,134,R1,0.45298539,5.39974
WGV34A_PATH_0000034,temporal_control_distribution,9,WGV33D_MAIN_F0004_C000100,4,-40.1421,193.3742,R1,0.44150518,6.055469
WGV34A_PATH_0000034,temporal_control_distribution,10,WGV33D_MAIN_F0004_C000102,4,-23.497,158,R1,0.69349525,3.279948
WGV34A_PATH_0000034,temporal_control_distribution,11,WGV33D_MAIN_F0058_C001709,58,-35.6027,216.725,R1,1,3.220703
WGV34A_PATH_0000034,temporal_control_distribution,12,WGV33D_MAIN_F0058_C001710,58,-28.5234,150,R1,0.44825754,3.223307
WGV34A_PATH_0000034,temporal_control_distribution,13,WGV33D_MAIN_F0058_C001713,58,-23.7811,212.2689,R1,0.80667428,4.070034
WGV34A_PATH_0000034,temporal_control_distribution,14,WGV33D_MAIN_F0003_C000068,3,-40.002,196.0277,R1,0.44767563,5.03125
WGV34A_PATH_0000034,temporal_control_distribution,15,WGV33D_MAIN_F0003_C000070,3,-26.0313,174,R1,1,2.640625
WGV34A_PATH_0000034,temporal_control_distribution,16,WGV33D_MAIN_F0059_C001743,59,-41.029,202,R1,0.45149858,3.069336
WGV34A_PATH_0000034,temporal_control_distribution,17,WGV33D_MAIN_F0059_C001745,59,-36.7006,216.7525,R1,1,3.064732
WGV34A_PATH_0000034,temporal_control_distribution,18,WGV33D_MAIN_F0059_C001748,59,-28.7109,148.4184,R1,0.44514569,3.049609
WGV34A_PATH_0000034,temporal_control_distribution,19,WGV33D_MAIN_F0059_C001749,59,-23.8115,210.8658,R1,0.80481125,4.618164
WGV34A_PATH_0000034,temporal_control_distribution,20,WGV33D_MAIN_F0002_C000047,2,-46.0202,198,R1,0.41771581,5.373047
WGV34A_PATH_0000035,temporal_control_distribution,1,WGV33D_MAIN_F0006_C000175,6,-15.5,160.0311,R1,1,3.265625
WGV34A_PATH_0000035,temporal_control_distribution,2,WGV33D_MAIN_F0006_C000176,6,-14.8216,184.7251,R1,1,3.151693
WGV34A_PATH_0000035,temporal_control_distribution,3,WGV33D_MAIN_F0005_C000137,5,-23.0393,182,R1,1,3.496094
WGV34A_PATH_0000035,temporal_control_distribution,4,WGV33D_MAIN_F0005_C000139,5,-15.039,186,R1,1,3.883789
WGV34A_PATH_0000035,temporal_control_distribution,5,WGV33D_MAIN_F0051_C001534,51,-25.0035,210,R1,1,4.792969
WGV34A_PATH_0000035,temporal_control_distribution,6,WGV33D_MAIN_F0051_C001535,51,-23.2525,189.1013,R1,1,2.775391
WGV34A_PATH_0000035,temporal_control_distribution,7,WGV33D_MAIN_F0051_C001536,51,-17.5,187.805,R1,1,2.629883
WGV34A_PATH_0000035,temporal_control_distribution,8,WGV33D_MAIN_F0004_C000102,4,-23.497,158,R1,0.69349525,3.279948
WGV34A_PATH_0000035,temporal_control_distribution,9,WGV33D_MAIN_F0004_C000104,4,-15.853,187.2777,R1,1,2.679688
WGV34A_PATH_0000035,temporal_control_distribution,10,WGV33D_MAIN_F0052_C001563,52,-22.5,187.831,R1,1,2.964844
WGV34A_PATH_0000035,temporal_control_distribution,11,WGV33D_MAIN_F0003_C000070,3,-26.0313,174,R1,1,2.640625
WGV34A_PATH_0000035,temporal_control_distribution,12,WGV33D_MAIN_F0053_C001584,53,-33.5788,130,R1,0.45284486,2.879297
WGV34A_PATH_0000035,temporal_control_distribution,13,WGV33D_MAIN_F0053_C001587,53,-19.1533,186,R1,1,2.59668
WGV34A_PATH_0000035,temporal_control_distribution,14,WGV33D_MAIN_F0002_C000051,2,-13.2471,177.0073,R1,1,2.83252
WGV34A_PATH_0000035,temporal_control_distribution,15,WGV33D_MAIN_F0054_C001604,54,-18.008,186,R1,1,3.058268
WGV34A_PATH_0000035,temporal_control_distribution,16,WGV33D_MAIN_F0001_C000032,1,-28.0409,186,R1,1,3.058594
WGV34A_PATH_0000035,temporal_control_distribution,17,WGV33D_MAIN_F0001_C000035,1,-14.5518,178,R1,1,2.604167
WGV34A_PATH_0000035,temporal_control_distribution,18,WGV33D_MAIN_F0055_C001622,55,-31.8404,152.7656,R1,0.42293774,4.26888
WGV34A_PATH_0000035,temporal_control_distribution,19,WGV33D_MAIN_F0055_C001625,55,-25.5094,214,R1,0.92680229,3.470703
WGV34A_PATH_0000035,temporal_control_distribution,20,WGV33D_MAIN_F0055_C001626,55,-20.9509,178,R1,1,3.283203
WGV34A_PATH_0000038,temporal_control_distribution,1,WGV33D_MAIN_F0161_C005757,161,-47.5155,366,R2,0.41366677,3.51888
WGV34A_PATH_0000038,temporal_control_distribution,2,WGV33D_MAIN_F0163_C005840,163,-48.0088,350,R2,0.40741216,4.271484
WGV34A_PATH_0000038,temporal_control_distribution,3,WGV33D_MAIN_F0164_C005886,164,-47.0535,358,R2,0.41155217,4.921875
WGV34A_PATH_0000038,temporal_control_distribution,4,WGV33D_MAIN_F0165_C005945,165,-46.0203,346,R2,0.41490426,3.192383
WGV34A_PATH_0000038,temporal_control_distribution,5,WGV33D_MAIN_F0167_C006018,167,-43.9935,342,R2,0.41304803,4.105469
WGV34A_PATH_0000038,temporal_control_distribution,6,WGV33D_MAIN_F0173_C006270,173,-46.1576,340.7493,R2,0.41285425,3.14388
WGV34A_PATH_0000038,temporal_control_distribution,7,WGV33D_MAIN_F0174_C006310,174,-45.4797,338,R2,0.41640013,4.166016
WGV34A_PATH_0000038,temporal_control_distribution,8,WGV33D_MAIN_F0175_C006355,175,-58.0217,386,R2,0.4055595,10.949219
WGV34A_PATH_0000038,temporal_control_distribution,9,WGV33D_MAIN_F0177_C006442,177,-43.9553,334,R2,0.41155217,3.070312
WGV34A_PATH_0000038,temporal_control_distribution,10,WGV33D_MAIN_F0253_C010383,253,-44.8624,391.2669,R2,0.40745213,2.878906
WGV34A_PATH_0000038,temporal_control_distribution,11,WGV33D_MAIN_F0256_C010520,256,-45.0142,359.9431,R2,0.4123001,3.213867
WGV34A_PATH_0000038,temporal_control_distribution,12,WGV33D_MAIN_F0263_C010881,263,-59.0072,382,R2,0.40745213,7.744141
WGV34A_PATH_0000038,temporal_control_distribution,13,WGV33D_MAIN_F0264_C010942,264,-53.9788,326,R2,0.42612326,3.352539
WGV34A_PATH_0000038,temporal_control_distribution,14,WGV33D_MAIN_F0266_C011071,266,-55.7994,387.2641,R2,0.40856596,3.680339
WGV34A_PATH_0000038,temporal_control_distribution,15,WGV33D_MAIN_F0267_C011136,267,-55.5,383.9491,R2,0.40979591,3.19043
WGV34A_PATH_0000038,temporal_control_distribution,16,WGV33D_MAIN_F0269_C011275,269,-54.9614,378,R2,0.40864219,3.558594
WGV34A_PATH_0000038,temporal_control_distribution,17,WGV33D_MAIN_F0270_C011350,270,-54.4676,376.0583,R2,0.40685622,3.032715
WGV34A_PATH_0000038,temporal_control_distribution,18,WGV33D_MAIN_F0271_C011418,271,-54.1559,372.7531,R2,0.40957946,3.695312
WGV34A_PATH_0000038,temporal_control_distribution,19,WGV33D_MAIN_F0272_C011483,272,-54.0054,370,R2,0.41163392,3.359375
WGV34A_PATH_0000038,temporal_control_distribution,20,WGV33D_MAIN_F0274_C011625,274,-51.9971,366,R2,0.41156645,4.017578
WGV34A_PATH_0000039,temporal_control_distribution,1,WGV33D_MAIN_F0009_C000240,9,-27.3992,62.3936,R0,1,3.861914
WGV34A_PATH_0000039,temporal_control_distribution,2,WGV33D_MAIN_F0056_C001642,56,-26.8588,70.9018,R0,0.8688227,3.026507
WGV34A_PATH_0000039,temporal_control_distribution,3,WGV33D_MAIN_F0056_C001644,56,-27.9727,126,R0,0.44926838,2.929688
WGV34A_PATH_0000039,temporal_control_distribution,4,WGV33D_MAIN_F0057_C001679,57,-38.5648,82,R0,0.46369669,4.916016
WGV34A_PATH_0000039,temporal_control_distribution,5,WGV33D_MAIN_F0057_C001681,57,-26.5529,124.7729,R0,0.44914373,2.603516
WGV34A_PATH_0000039,temporal_control_distribution,6,WGV33D_MAIN_F0058_C001708,58,-38.0387,82,R0,0.62912383,4.26416
WGV34A_PATH_0000039,temporal_control_distribution,7,WGV33D_MAIN_F0058_C001711,58,-27.8118,123.2404,R0,0.45374239,2.972656
WGV34A_PATH_0000039,temporal_control_distribution,8,WGV33D_MAIN_F0005_C000136,5,-27.9581,65.1542,R0,1,5.228338
