component_edge_id,from_component_id,to_component_id,frame_gap,azimuth_shift,radial_shift_px,overlap_ratio,dilated_overlap_ratio,scale_ratio,contrast_change,relation_status,competition_ids,supporting_evidence,conflicting_evidence
WGV33D_EDGE_000087,WGV33D_MAIN_F0003_C000068,WGV33D_MAIN_F0004_C000100,1,-0.1401,-2.6535,0.6,1,0.833333,1.024219,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000068;multi_predecessor:WGV33D_MAIN_F0004_C000100,gap=1;dilated_overlap=1,
WGV33D_EDGE_000088,WGV33D_MAIN_F0003_C000068,WGV33D_MAIN_F0005_C000135,2,1.4972,-3.5826,0,1,0.833333,0.842969,weak_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000068;multi_predecessor:WGV33D_MAIN_F0005_C000135,gap=2;dilated_overlap=1,
WGV33D_EDGE_000089,WGV33D_MAIN_F0003_C000069,WGV33D_MAIN_F0004_C000101,1,2.603,-2.4103,0.285714,0.888889,1.285714,0.396856,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000069,gap=1;dilated_overlap=0.889,
WGV33D_EDGE_000090,WGV33D_MAIN_F0003_C000069,WGV33D_MAIN_F0005_C000136,2,3.8335,-3.1026,0.142857,0.545455,1.571429,1.210481,weak_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000069;multi_predecessor:WGV33D_MAIN_F0005_C000136,gap=2;dilated_overlap=0.545,
WGV33D_EDGE_000091,WGV33D_MAIN_F0003_C000070,WGV33D_MAIN_F0004_C000102,1,2.5343,-16,0,0,1.5,0.639323,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000070;multi_predecessor:WGV33D_MAIN_F0004_C000102,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000092,WGV33D_MAIN_F0003_C000070,WGV33D_MAIN_F0005_C000137,2,2.992,8,0,0.5,1,0.855469,weak_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000070;multi_predecessor:WGV33D_MAIN_F0005_C000137,gap=2;dilated_overlap=0.5,
WGV33D_EDGE_000093,WGV33D_MAIN_F0003_C000071,WGV33D_MAIN_F0004_C000103,1,1.7714,0.0267,0.529412,1,0.85,-0.375546,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000071;multi_predecessor:WGV33D_MAIN_F0004_C000103,gap=1;dilated_overlap=1,
WGV33D_EDGE_000094,WGV33D_MAIN_F0003_C000071,WGV33D_MAIN_F0005_C000138,2,-2.8798,48.1618,0,0,0.65,-0.776706,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000071;multi_predecessor:WGV33D_MAIN_F0005_C000138,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000095,WGV33D_MAIN_F0003_C000071,WGV33D_MAIN_F0005_C000141,2,4.4155,46.9243,0,0,0.25,-0.553418,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000071;multi_predecessor:WGV33D_MAIN_F0005_C000141,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000096,WGV33D_MAIN_F0003_C000072,WGV33D_MAIN_F0004_C000103,1,5.2849,-50.1683,0,0,1.545455,0.185046,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000072;multi_predecessor:WGV33D_MAIN_F0004_C000103,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000097,WGV33D_MAIN_F0003_C000072,WGV33D_MAIN_F0005_C000138,2,0.6337,-2.0332,0.545455,1,1.181818,-0.216114,weak_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000072;multi_predecessor:WGV33D_MAIN_F0005_C000138,gap=2;dilated_overlap=1,
WGV33D_EDGE_000098,WGV33D_MAIN_F0003_C000073,WGV33D_MAIN_F0004_C000103,1,-4.0518,-40.4838,0,0,1.888889,0.287595,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000073;multi_predecessor:WGV33D_MAIN_F0004_C000103,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000099,WGV33D_MAIN_F0003_C000073,WGV33D_MAIN_F0005_C000141,2,-1.4077,6.4138,0.4,1,0.555556,0.109723,weak_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000073;multi_predecessor:WGV33D_MAIN_F0005_C000141,gap=2;dilated_overlap=1,
WGV33D_EDGE_000100,WGV33D_MAIN_F0003_C000073,WGV33D_MAIN_F0005_C000142,2,-1.0717,61.0057,0,0,0.333333,-0.017361,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000073;multi_predecessor:WGV33D_MAIN_F0005_C000142,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000101,WGV33D_MAIN_F0003_C000074,WGV33D_MAIN_F0004_C000104,1,-5.8747,-30.7223,0,0,1.5,-0.759765,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000074;multi_predecessor:WGV33D_MAIN_F0004_C000104,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000102,WGV33D_MAIN_F0003_C000074,WGV33D_MAIN_F0004_C000105,1,0.0067,-44,0,0,1,-0.337891,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000074;multi_predecessor:WGV33D_MAIN_F0004_C000105,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000103,WGV33D_MAIN_F0003_C000074,WGV33D_MAIN_F0004_C000106,1,2.8278,-34.7764,0,0,1.5,-0.182292,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000074;multi_predecessor:WGV33D_MAIN_F0004_C000106,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000104,WGV33D_MAIN_F0003_C000074,WGV33D_MAIN_F0005_C000139,2,-5.0607,-32,0,0,1,0.444336,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000074;multi_predecessor:WGV33D_MAIN_F0005_C000139,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000105,WGV33D_MAIN_F0003_C000074,WGV33D_MAIN_F0005_C000142,2,0.8069,-53.4081,0,0,1.5,-0.823568,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000074;multi_predecessor:WGV33D_MAIN_F0005_C000142,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000106,WGV33D_MAIN_F0003_C000074,WGV33D_MAIN_F0005_C000143,2,1.0129,-44,0,0,1,-0.461914,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000074;multi_predecessor:WGV33D_MAIN_F0005_C000143,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000107,WGV33D_MAIN_F0003_C000074,WGV33D_MAIN_F0005_C000144,2,1.4762,-12,0,0,1.5,-0.665364,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000074;multi_predecessor:WGV33D_MAIN_F0005_C000144,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000108,WGV33D_MAIN_F0003_C000074,WGV33D_MAIN_F0005_C000145,2,2.0112,0,0,1,1,0.162109,weak_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000074;multi_predecessor:WGV33D_MAIN_F0005_C000145,gap=2;dilated_overlap=1,
WGV33D_EDGE_000109,WGV33D_MAIN_F0003_C000074,WGV33D_MAIN_F0005_C000146,2,3.8212,-34.6133,0,0,1.5,-0.215495,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000074;multi_predecessor:WGV33D_MAIN_F0005_C000146,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000110,WGV33D_MAIN_F0003_C000075,WGV33D_MAIN_F0004_C000105,1,-1.9281,-8,0,1,1,0.168945,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000075;multi_predecessor:WGV33D_MAIN_F0004_C000105,gap=1;dilated_overlap=1,
WGV33D_EDGE_000111,WGV33D_MAIN_F0003_C000075,WGV33D_MAIN_F0004_C000106,1,0.893,1.2236,0.5,1,1.5,0.324544,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000075;multi_predecessor:WGV33D_MAIN_F0004_C000106,gap=1;dilated_overlap=1,
WGV33D_EDGE_000112,WGV33D_MAIN_F0003_C000075,WGV33D_MAIN_F0005_C000142,2,-1.1279,-17.4081,0,0,1.5,-0.316732,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000075;multi_predecessor:WGV33D_MAIN_F0005_C000142,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000113,WGV33D_MAIN_F0003_C000075,WGV33D_MAIN_F0005_C000143,2,-0.9219,-8,0,1,1,0.044922,weak_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000075;multi_predecessor:WGV33D_MAIN_F0005_C000143,gap=2;dilated_overlap=1,
WGV33D_EDGE_000114,WGV33D_MAIN_F0003_C000075,WGV33D_MAIN_F0005_C000144,2,-0.4586,24,0,0,1.5,-0.158528,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000075;multi_predecessor:WGV33D_MAIN_F0005_C000144,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000115,WGV33D_MAIN_F0003_C000075,WGV33D_MAIN_F0005_C000145,2,0.0764,36,0,0,1,0.668945,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000075;multi_predecessor:WGV33D_MAIN_F0005_C000145,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000116,WGV33D_MAIN_F0003_C000075,WGV33D_MAIN_F0005_C000146,2,1.8864,1.3867,0,1,1.5,0.291341,weak_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000075;multi_predecessor:WGV33D_MAIN_F0005_C000146,gap=2;dilated_overlap=1,
WGV33D_EDGE_000117,WGV33D_MAIN_F0003_C000076,WGV33D_MAIN_F0004_C000107,1,0.9884,0.14,0.842105,1,1.052632,0.355561,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000076;multi_predecessor:WGV33D_MAIN_F0004_C000107,gap=1;dilated_overlap=1,
WGV33D_EDGE_000118,WGV33D_MAIN_F0003_C000076,WGV33D_MAIN_F0004_C000109,1,2.1646,43.8648,0,0,0.210526,-0.490826,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000076;multi_predecessor:WGV33D_MAIN_F0004_C000109,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000119,WGV33D_MAIN_F0003_C000076,WGV33D_MAIN_F0005_C000140,2,-0.406,0.0352,1,0.520833,2.526316,-0.068381,weak_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000076;multi_predecessor:WGV33D_MAIN_F0005_C000140,gap=2;dilated_overlap=0.521,
WGV33D_EDGE_000120,WGV33D_MAIN_F0003_C000076,WGV33D_MAIN_F0005_C000148,2,2.704,42.9755,0,0,0.105263,-1.023541,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000076;multi_predecessor:WGV33D_MAIN_F0005_C000148,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000121,WGV33D_MAIN_F0003_C000077,WGV33D_MAIN_F0004_C000105,1,-5.7078,-21.264,0,0,0.333333,-0.003907,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000077;multi_predecessor:WGV33D_MAIN_F0004_C000105,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000122,WGV33D_MAIN_F0003_C000077,WGV33D_MAIN_F0004_C000106,1,-2.8867,-12.0404,0,0.333333,0.5,0.151692,weak_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000077;multi_predecessor:WGV33D_MAIN_F0004_C000106,gap=1;dilated_overlap=0.333,
WGV33D_EDGE_000123,WGV33D_MAIN_F0003_C000077,WGV33D_MAIN_F0004_C000108,1,2.2356,-1.264,0.5,1,0.666667,0.252929,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000077,gap=1;dilated_overlap=1,
WGV33D_EDGE_000124,WGV33D_MAIN_F0003_C000077,WGV33D_MAIN_F0005_C000142,2,-4.9076,-30.6721,0,0,0.5,-0.489584,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000077;multi_predecessor:WGV33D_MAIN_F0005_C000142,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000125,WGV33D_MAIN_F0003_C000077,WGV33D_MAIN_F0005_C000143,2,-4.7016,-21.264,0,0,0.333333,-0.12793,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000077;multi_predecessor:WGV33D_MAIN_F0005_C000143,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000126,WGV33D_MAIN_F0003_C000077,WGV33D_MAIN_F0005_C000144,2,-4.2383,10.736,0,0.333333,0.5,-0.33138,weak_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000077;multi_predecessor:WGV33D_MAIN_F0005_C000144,gap=2;dilated_overlap=0.333,
WGV33D_EDGE_000127,WGV33D_MAIN_F0003_C000077,WGV33D_MAIN_F0005_C000145,2,-3.7033,22.736,0,0,0.333333,0.496093,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000077;multi_predecessor:WGV33D_MAIN_F0005_C000145,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000128,WGV33D_MAIN_F0003_C000077,WGV33D_MAIN_F0005_C000146,2,-1.8933,-11.8773,0,0.333333,0.5,0.118489,weak_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000077;multi_predecessor:WGV33D_MAIN_F0005_C000146,gap=2;dilated_overlap=0.333,
WGV33D_EDGE_000129,WGV33D_MAIN_F0003_C000077,WGV33D_MAIN_F0005_C000147,2,2.8311,-1.264,0.333333,1,0.5,1.707682,weak_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000077;multi_predecessor:WGV33D_MAIN_F0005_C000147,gap=2;dilated_overlap=1,
WGV33D_EDGE_000130,WGV33D_MAIN_F0003_C000078,WGV33D_MAIN_F0004_C000107,1,-3.5078,-44.1096,0,0,0.869565,0.919523,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000078;multi_predecessor:WGV33D_MAIN_F0004_C000107,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000131,WGV33D_MAIN_F0003_C000078,WGV33D_MAIN_F0004_C000109,1,-2.3316,-0.3848,1,1,0.173913,0.073136,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000078;multi_predecessor:WGV33D_MAIN_F0004_C000109,gap=1;dilated_overlap=1,
WGV33D_EDGE_000132,WGV33D_MAIN_F0003_C000078,WGV33D_MAIN_F0004_C000111,1,5.4971,0.2796,0.588235,0.882353,0.73913,-0.020126,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000078;multi_predecessor:WGV33D_MAIN_F0004_C000111,gap=1;dilated_overlap=0.882,
WGV33D_EDGE_000133,WGV33D_MAIN_F0003_C000078,WGV33D_MAIN_F0005_C000140,2,-4.9022,-44.2144,0,0,2.086957,0.495581,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000078;multi_predecessor:WGV33D_MAIN_F0005_C000140,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000134,WGV33D_MAIN_F0003_C000078,WGV33D_MAIN_F0005_C000148,2,-1.7922,-1.2741,1,1,0.086957,-0.459579,weak_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000078;multi_predecessor:WGV33D_MAIN_F0005_C000148,gap=2;dilated_overlap=1,
WGV33D_EDGE_000135,WGV33D_MAIN_F0003_C000079,WGV33D_MAIN_F0004_C000111,1,-4.3522,45.1614,0,0,1.214286,-0.156809,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000079;multi_predecessor:WGV33D_MAIN_F0004_C000111,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000136,WGV33D_MAIN_F0003_C000079,WGV33D_MAIN_F0004_C000112,1,3.3878,2.894,0.428571,0.933333,1.071429,0.668452,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000079;multi_predecessor:WGV33D_MAIN_F0004_C000112,gap=1;dilated_overlap=0.933,
WGV33D_EDGE_000137,WGV33D_MAIN_F0003_C000079,WGV33D_MAIN_F0005_C000150,2,-1.9226,45.255,0,0,0.857143,-0.152414,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000079;multi_predecessor:WGV33D_MAIN_F0005_C000150,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000138,WGV33D_MAIN_F0003_C000080,WGV33D_MAIN_F0004_C000112,1,-4.0936,-0.9019,0.2,0.666667,1.5,0.670964,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000080;multi_predecessor:WGV33D_MAIN_F0004_C000112,gap=1;dilated_overlap=0.667,
WGV33D_EDGE_000139,WGV33D_MAIN_F0003_C000080,WGV33D_MAIN_F0004_C000113,1,2.06,-2.9428,0,1,0.6,-0.156901,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000080,gap=1;dilated_overlap=1,
WGV33D_EDGE_000140,WGV33D_MAIN_F0003_C000080,WGV33D_MAIN_F0005_C000151,2,0.1247,-0.2042,0.4,1,2.2,0.508612,weak_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000080;multi_predecessor:WGV33D_MAIN_F0005_C000151,gap=2;dilated_overlap=1,
WGV33D_EDGE_000141,WGV33D_MAIN_F0003_C000080,WGV33D_MAIN_F0005_C000152,2,0.7973,3.8118,0,1,0.2,-0.223633,weak_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000080;multi_predecessor:WGV33D_MAIN_F0005_C000152,gap=2;dilated_overlap=1,
WGV33D_EDGE_000142,WGV33D_MAIN_F0003_C000081,WGV33D_MAIN_F0004_C000115,1,1.1758,2.1079,0.6,1,1.2,-0.126432,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000081;multi_predecessor:WGV33D_MAIN_F0004_C000115,gap=1;dilated_overlap=1,
WGV33D_EDGE_000143,WGV33D_MAIN_F0003_C000081,WGV33D_MAIN_F0005_C000153,2,1.4216,3.1386,0.4,1,1,-0.287891,weak_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000081;multi_predecessor:WGV33D_MAIN_F0005_C000153,gap=2;dilated_overlap=1,
WGV33D_EDGE_000144,WGV33D_MAIN_F0003_C000082,WGV33D_MAIN_F0004_C000114,1,-3.4864,-0.4545,0.25,0.75,0.444444,-1.254992,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000082;multi_predecessor:WGV33D_MAIN_F0004_C000114,gap=1;dilated_overlap=0.75,
WGV33D_EDGE_000145,WGV33D_MAIN_F0003_C000082,WGV33D_MAIN_F0004_C000116,1,1.0138,0.6469,0.75,1,0.444444,-1.079699,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000082;multi_predecessor:WGV33D_MAIN_F0004_C000116,gap=1;dilated_overlap=1,
WGV33D_EDGE_000146,WGV33D_MAIN_F0003_C000082,WGV33D_MAIN_F0005_C000154,2,-2.9664,1.4402,0,1,0.222222,-1.351672,weak_local_continuity,multi_successor:WGV33D_MAIN_F0003_C000082;multi_predecessor:WGV33D_MAIN_F0005_C000154,gap=2;dilated_overlap=1,
WGV33D_EDGE_000147,WGV33D_MAIN_F0004_C000098,WGV33D_MAIN_F0005_C000134,1,0.3201,-0.6079,1,1,0.666667,-0.051269,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0004_C000098;multi_predecessor:WGV33D_MAIN_F0005_C000134,gap=1;dilated_overlap=1,
WGV33D_EDGE_000148,WGV33D_MAIN_F0004_C000098,WGV33D_MAIN_F0006_C000173,2,5.3966,-24.6079,0,0,0.333333,2.047852,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0004_C000098;multi_predecessor:WGV33D_MAIN_F0006_C000173,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000149,WGV33D_MAIN_F0004_C000099,WGV33D_MAIN_F0005_C000134,1,-3.4814,20,0,0,1.333333,-2.061361,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0004_C000099;multi_predecessor:WGV33D_MAIN_F0005_C000134,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000150,WGV33D_MAIN_F0004_C000099,WGV33D_MAIN_F0006_C000173,2,1.5951,-4,0,1,0.666667,0.03776,weak_local_continuity,multi_successor:WGV33D_MAIN_F0004_C000099;multi_predecessor:WGV33D_MAIN_F0006_C000173,gap=2;dilated_overlap=1,
WGV33D_EDGE_000151,WGV33D_MAIN_F0004_C000100,WGV33D_MAIN_F0005_C000135,1,1.6373,-0.9291,0.2,1,1,-0.18125,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0004_C000100;multi_predecessor:WGV33D_MAIN_F0005_C000135,gap=1;dilated_overlap=1,
WGV33D_EDGE_000152,WGV33D_MAIN_F0004_C000100,WGV33D_MAIN_F0006_C000173,2,-2.801,-63.3742,0,0,0.4,-0.617969,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0004_C000100;multi_predecessor:WGV33D_MAIN_F0006_C000173,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000153,WGV33D_MAIN_F0004_C000101,WGV33D_MAIN_F0005_C000136,1,1.2305,-0.6923,0.777778,1,1.222222,0.813625,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0004_C000101;multi_predecessor:WGV33D_MAIN_F0005_C000136,gap=1;dilated_overlap=1,
WGV33D_EDGE_000154,WGV33D_MAIN_F0004_C000101,WGV33D_MAIN_F0006_C000174,2,3.3705,-1.534,0.111111,0.7,1.111111,-0.594791,weak_local_continuity,multi_successor:WGV33D_MAIN_F0004_C000101;multi_predecessor:WGV33D_MAIN_F0006_C000174,gap=2;dilated_overlap=0.7,
WGV33D_EDGE_000155,WGV33D_MAIN_F0004_C000102,WGV33D_MAIN_F0005_C000137,1,0.4577,24,0,0,0.666667,0.216146,ambiguous_local_continuity,multi_predecessor:WGV33D_MAIN_F0005_C000137,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000156,WGV33D_MAIN_F0004_C000103,WGV33D_MAIN_F0005_C000138,1,-4.6512,48.1351,0,0,0.764706,-0.40116,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0004_C000103;multi_predecessor:WGV33D_MAIN_F0005_C000138,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000157,WGV33D_MAIN_F0004_C000103,WGV33D_MAIN_F0005_C000141,1,2.6441,46.8976,0,0,0.294118,-0.177872,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0004_C000103;multi_predecessor:WGV33D_MAIN_F0005_C000141,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000158,WGV33D_MAIN_F0004_C000104,WGV33D_MAIN_F0005_C000139,1,0.814,-1.2777,0.5,1,0.666667,1.204101,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0004_C000104;multi_predecessor:WGV33D_MAIN_F0005_C000139,gap=1;dilated_overlap=1,
WGV33D_EDGE_000159,WGV33D_MAIN_F0004_C000104,WGV33D_MAIN_F0006_C000175,2,0.353,-27.2466,0,0,0.666667,0.585937,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0004_C000104;multi_predecessor:WGV33D_MAIN_F0006_C000175,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000160,WGV33D_MAIN_F0004_C000104,WGV33D_MAIN_F0006_C000176,2,1.0314,-2.5526,0.333333,1,1,0.472005,weak_local_continuity,multi_successor:WGV33D_MAIN_F0004_C000104;multi_predecessor:WGV33D_MAIN_F0006_C000176,gap=2;dilated_overlap=1,
WGV33D_EDGE_000161,WGV33D_MAIN_F0004_C000104,WGV33D_MAIN_F0006_C000178,2,5.3849,-27.5793,0,0,1.666667,0.078906,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0004_C000104;multi_predecessor:WGV33D_MAIN_F0006_C000178,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000162,WGV33D_MAIN_F0004_C000105,WGV33D_MAIN_F0005_C000139,1,-5.0674,12,0,0,1,0.782227,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0004_C000105;multi_predecessor:WGV33D_MAIN_F0005_C000139,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000163,WGV33D_MAIN_F0004_C000105,WGV33D_MAIN_F0005_C000141,1,0.4642,-64,0,0,2.5,-0.358593,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0004_C000105;multi_predecessor:WGV33D_MAIN_F0005_C000141,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000164,WGV33D_MAIN_F0004_C000105,WGV33D_MAIN_F0005_C000142,1,0.8002,-9.4081,0,0.666667,1.5,-0.485677,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0004_C000105;multi_predecessor:WGV33D_MAIN_F0005_C000142,gap=1;dilated_overlap=0.667,
WGV33D_EDGE_000165,WGV33D_MAIN_F0004_C000105,WGV33D_MAIN_F0005_C000143,1,1.0062,0,0.5,1,1,-0.124023,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0004_C000105;multi_predecessor:WGV33D_MAIN_F0005_C000143,gap=1;dilated_overlap=1,
WGV33D_EDGE_000166,WGV33D_MAIN_F0004_C000105,WGV33D_MAIN_F0005_C000144,1,1.4695,32,0,0,1.5,-0.327473,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0004_C000105;multi_predecessor:WGV33D_MAIN_F0005_C000144,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000167,WGV33D_MAIN_F0004_C000105,WGV33D_MAIN_F0005_C000145,1,2.0045,44,0,0,1,0.5,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0004_C000105;multi_predecessor:WGV33D_MAIN_F0005_C000145,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000168,WGV33D_MAIN_F0004_C000105,WGV33D_MAIN_F0005_C000146,1,3.8145,9.3867,0,0,1.5,0.122396,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0004_C000105;multi_predecessor:WGV33D_MAIN_F0005_C000146,gap=1;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000169,WGV33D_MAIN_F0004_C000105,WGV33D_MAIN_F0006_C000175,2,-5.5284,-13.9689,0,0,1,0.164063,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0004_C000105;multi_predecessor:WGV33D_MAIN_F0006_C000175,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
WGV33D_EDGE_000170,WGV33D_MAIN_F0004_C000105,WGV33D_MAIN_F0006_C000176,2,-4.85,10.7251,0,0,1.5,0.050131,ambiguous_local_continuity,multi_successor:WGV33D_MAIN_F0004_C000105;multi_predecessor:WGV33D_MAIN_F0006_C000176,gap=2;dilated_overlap=0,low overlap or multiple plausible successors
