response_field_id,scene,canonical_vehicle_id,benchmark_role,input_tier,segment_id,sar_frame_index,sar_time_sec,source_gt_ids,source_gt_count,source_gt_quality_distribution,raw_anchor_center_x_px,raw_anchor_center_y_px,raw_anchor_width_px,raw_anchor_height_px,raw_anchor_angle_deg,smoothed_anchor_center_x_px,smoothed_anchor_center_y_px,smoothed_anchor_width_px,smoothed_anchor_height_px,smoothed_anchor_angle_deg,gt_center_spread_px,gt_size_spread_px,crop_expansion,raw_crop_polygon_global_px,smoothed_crop_polygon_global_px,global_roi_x1,global_roi_y1,global_roi_x2,global_roi_y2,radial_unit_x,radial_unit_y,tangential_unit_x,tangential_unit_y,raw_half_extent_radial_px,raw_half_extent_tangential_px,smoothed_half_extent_radial_px,smoothed_half_extent_tangential_px,thread_raw_p05,thread_raw_p50,thread_raw_p95,thread_raw_p99,local_background_median,local_background_mad,raw_min,raw_max,raw_mean,analysis_valid_mask_fraction,coordinate_inverse_error_px,raw_image_path,raw_image_sha256,low_threshold_component_count,multi_threshold_component_count,single_threshold_only_component_count,gt_is_vehicle_response_mask,lineage_status,notes
S1L-FIELD-GM_RM011-GM_RM011_PV001-000024,GM_RM011,GM_RM011:PV001,development,A,S0MV-GM_RM011-PV001-SEG01,24,0.480000000,GM_RM011|000024|GM_RM011|000024.png|000012.png|1|O1:car:0.63;GM_RM011|000024|GM_RM011|000024.png|000012.png|2|O2:car:0.39,2,usable:2,1169.009500,1250.183500,132.637500,65.143500,174.000000,1169.009500,1250.183500,130.637500,65.143500,173.666546,0.738646,2.711758,1.750000,"1027.581,1313.037;1278.242,1359.822;1310.438,1187.330;1059.777,1140.545","1029.099,1313.363;1276.710,1359.579;1308.920,1187.004;1061.309,1140.788",1023,1136,1316,1334,0.183478,-0.983024,0.983024,0.183478,50.134712,72.854203,50.158793,71.967769,0.000000,50.000000,108.000000,144.000000,47.000000,36.000000,0,250,50.253719,0.989076,0.000000,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000024.png,518ec76e992aaa75bc2be19c47f2ab1b8963eb301581abb52067a670f86cbe8a,20,11,9,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM011-GM_RM011_PV001-000025,GM_RM011,GM_RM011:PV001,development,A,S0MV-GM_RM011-PV001-SEG01,25,0.500000000,GM_RM011|000025|gm_rm011_00017;GM_RM011|000025|GM_RM011|000025.png|000012.png|1|O1:car:0.63;GM_RM011|000025|GM_RM011|000025.png|000012.png|2|O2:car:0.39,3,usable:3,1169.642000,1249.565000,129.942000,65.440000,173.666546,1169.009500,1249.683500,129.942000,65.143500,173.666546,1.918110,5.423516,1.750000,"1029.592,1312.579;1276.177,1360.176;1309.692,1186.551;1063.107,1138.954","1029.816,1312.855;1276.287,1358.573;1308.203,1186.512;1061.732,1140.794",1025,1134,1315,1334,0.189529,-0.981875,0.981875,0.189529,50.522855,71.753312,49.998939,71.621365,0.000000,50.000000,108.000000,144.000000,44.000000,31.000000,0,251,46.219592,0.989145,0.000000,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000025.png,6c6d06d102539dde81c8fcb4a53b924fc0b19a2e7f2f97f23e989522bd8845a0,22,9,13,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM011-GM_RM011_PV001-000026,GM_RM011,GM_RM011:PV001,development,A,S0MV-GM_RM011-PV001-SEG01,26,0.520000000,GM_RM011|000026|GM_RM011|000026.png|000012.png|1|O1:car:0.63;GM_RM011|000026|GM_RM011|000026.png|000012.png|2|O2:car:0.39,2,usable:2,1168.509500,1249.683500,130.637500,64.143500,173.000000,1169.614500,1249.565000,129.942000,65.143500,173.000000,0.177760,1.471269,1.750000,"1029.284,1313.474;1276.896,1357.874;1307.735,1185.893;1060.123,1141.493","1029.291,1313.365;1276.184,1360.939;1309.938,1185.765;1063.045,1138.191",1025,1134,1315,1334,0.176499,-0.984301,0.984301,0.176499,49.921212,71.874769,50.970358,71.838421,0.000000,50.000000,108.000000,144.000000,47.000000,34.000000,0,253,50.156627,0.989075,0.000000,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000026.png,c4fee02c79cacf1f386ce3c592d2dbfdadd346b2a0016b1b7f724756c16041c2,23,9,14,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM011-GM_RM011_PV001-000027,GM_RM011,GM_RM011:PV001,development,A,S0MV-GM_RM011-PV001-SEG01,27,0.540000000,GM_RM011|000027|gm_rm011_00018;GM_RM011|000027|GM_RM011|000027.png|000013.png|1|O1:car:0.63,2,usable:2,1169.614500,1249.003000,128.371000,65.733500,170.000000,1169.642000,1249.003000,129.942000,64.389500,170.000000,0.202872,2.333277,1.750000,"1028.802,1317.462;1275.204,1364.614;1310.427,1180.544;1064.025,1133.392","1028.061,1316.680;1276.158,1364.240;1311.223,1181.326;1063.126,1133.766",1024,1129,1317,1334,0.187951,-0.982178,0.982178,0.187951,53.545508,71.678027,53.212828,72.175455,0.000000,50.000000,108.000000,144.000000,47.000000,33.000000,0,248,49.661278,0.988054,0.000000,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000027.png,57dfcd68f8a01c077c12074feaacbda4f8728db0ad16aeebf3b603eb9d85606d,24,9,15,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM011-GM_RM011_PV001-000028,GM_RM011,GM_RM011:PV001,development,A,S0MV-GM_RM011-PV001-SEG01,28,0.560000000,GM_RM011|000028|GM_RM011|000028.png|000013.png|1|O1:car:0.63,1,usable:1,1172.642000,1248.802000,127.942000,63.440000,167.000000,1170.642000,1248.802000,128.371000,64.143500,167.000000,0.000000,0.000000,1.750000,"1028.872,1317.321;1272.526,1372.850;1316.412,1180.283;1072.758,1124.754","1028.206,1319.476;1274.140,1369.512;1313.078,1178.128;1067.144,1128.092",1024,1120,1322,1334,0.222205,-0.975000,0.975000,0.222205,56.429760,71.400346,55.801352,71.706290,0.000000,50.000000,108.000000,144.000000,52.000000,33.000000,0,253,54.069305,0.987548,0.000000,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000028.png,c4ef8df91a3f905fe98931f1256d8d5ca1486497d9fc75dffbb92cb63e6f3985,20,8,12,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM011-GM_RM011_PV001-000029,GM_RM011,GM_RM011:PV001,development,A,S0MV-GM_RM011-PV001-SEG01,29,0.580000000,GM_RM011|000029|gm_rm011_00019;GM_RM011|000029|GM_RM011|000029.png|000014.png|1|O1:car:0.69,2,usable:2,1172.534500,1248.520000,130.331000,64.389500,167.000000,1172.534500,1248.520000,128.371000,64.200000,167.000000,0.935992,2.570773,1.750000,"1026.384,1318.297;1274.520,1374.329;1318.685,1178.743;1070.549,1122.711","1028.158,1317.781;1273.139,1373.101;1316.911,1179.259;1071.930,1123.939",1022,1118,1324,1334,0.220264,-0.975440,0.975440,0.220264,57.288809,72.681042,56.777962,71.757026,0.000000,50.000000,108.000000,144.000000,54.000000,35.000000,0,255,56.259855,0.987439,0.000000,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000029.png,395be5ab569e4e0825887c52371bfb9c05b012b3b678a10d1913edbb0dd2316d,15,7,8,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM011-GM_RM011_PV001-000030,GM_RM011,GM_RM011:PV001,development,A,S0MV-GM_RM011-PV001-SEG01,30,0.600000000,GM_RM011|000030|GM_RM011|000030.png|000014.png|1|O1:car:0.69,1,usable:1,1170.642000,1247.802000,127.942000,63.440000,167.000000,1172.642000,1248.520000,127.942000,63.440000,167.000000,0.000000,0.000000,1.750000,"1029.146,1318.047;1274.008,1367.263;1312.138,1177.557;1067.276,1128.341","1028.936,1317.090;1272.630,1372.438;1316.348,1179.950;1072.654,1124.602",1024,1120,1322,1334,0.197054,-0.980393,0.980393,0.197054,55.285796,71.359550,56.397190,71.399826,0.000000,50.000000,108.000000,144.000000,55.000000,38.000000,0,252,57.779694,0.987799,0.000000,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000030.png,5bf6abdeb1281d47af3f5c98ec1c24eff43c0390dc124c928c7face161f9da2d,17,8,9,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM011-GM_RM011_PV001-000031,GM_RM011,GM_RM011:PV001,development,A,S0MV-GM_RM011-PV001-SEG01,31,0.620000000,GM_RM011|000031|gm_rm011_00020;GM_RM011|000031|GM_RM011|000031.png|000015.png|1|O1:car:0.56,2,usable:2,1173.007500,1247.760000,129.537500,64.200000,162.500000,1172.642000,1247.802000,127.942000,63.440000,165.000000,1.717660,1.767263,1.750000,"1026.350,1322.695;1272.328,1379.135;1319.665,1172.825;1073.687,1116.385","1028.547,1319.064;1272.292,1373.943;1316.737,1176.540;1072.992,1121.661",1022,1112,1325,1334,0.223637,-0.974673,0.974673,0.223637,60.477505,72.105628,57.812731,71.384664,0.000000,50.000000,108.000000,144.000000,59.000000,36.000000,0,246,61.081704,0.986545,0.000000,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000031.png,289d5a1b43d747855dd47b0c4af77350e41aef139e5b87ac83144f5a1337ee96,18,10,8,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM011-GM_RM011_PV001-000032,GM_RM011,GM_RM011:PV001,development,A,S0MV-GM_RM011-PV001-SEG01,32,0.640000000,GM_RM011|000032|GM_RM011|000032.png|000015.png|1|O1:car:0.56,1,usable:1,1172.642000,1248.802000,127.942000,63.440000,165.000000,1173.007500,1247.760000,127.942000,63.440000,162.500000,0.000000,0.000000,1.750000,"1028.326,1319.875;1271.911,1375.389;1316.958,1177.729;1073.373,1122.215","1028.138,1321.792;1271.112,1377.542;1317.877,1173.728;1074.903,1117.978",1024,1113,1323,1334,0.222205,-0.975000,0.975000,0.222205,57.922250,71.380132,59.746034,71.225289,0.000000,50.000000,108.000000,144.000000,54.000000,35.000000,0,255,56.518154,0.986736,0.000000,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000032.png,16cf219deca91bae2478b4b4e20f84e039ac8e274384001b39f4023d8baf7260,14,8,6,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM011-GM_RM011_PV001-000033,GM_RM011,GM_RM011:PV001,development,A,S0MV-GM_RM011-PV001-SEG01,33,0.660000000,GM_RM011|000033|GM_RM011|000033.png|000016.png|1|O1:car:0.88,1,usable:1,1175.642000,1246.802000,127.942000,63.440000,162.000000,1175.642000,1247.760000,127.942000,63.440000,162.000000,0.000000,0.000000,1.750000,"1028.600,1319.281;1269.199,1381.419;1322.684,1174.323;1082.085,1112.185","1028.388,1320.011;1268.740,1382.803;1322.896,1175.509;1082.544,1112.717",1024,1108,1328,1334,0.250059,-0.968231,0.968231,0.250059,61.111668,70.998331,61.214762,70.976799,0.000000,50.000000,108.000000,144.000000,46.000000,28.000000,0,251,48.126120,0.987109,0.000000,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000033.png,32b47f6214443dfa51b2a03e681080626b5e4278365d6927b6c98b256e4a2caa,23,10,13,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM011-GM_RM011_PV001-000034,GM_RM011,GM_RM011:PV001,development,A,S0MV-GM_RM011-PV001-SEG01,34,0.680000000,GM_RM011|000034|GM_RM011|000034.png|000016.png|1|O1:car:0.88,1,usable:1,1177.642000,1246.802000,127.942000,63.440000,161.000000,1177.642000,1248.701000,127.942000,63.440000,161.000000,0.000000,0.000000,1.750000,"1028.952,1318.550;1266.906,1385.684;1326.332,1175.054;1088.378,1107.920","1028.529,1319.928;1265.856,1388.438;1326.755,1177.474;1089.428,1108.964",1024,1103,1332,1334,0.271531,-0.962430,0.962430,0.271531,62.529104,70.640876,62.736548,70.576617,0.000000,50.000000,108.000000,144.000000,46.000000,28.000000,0,255,49.049199,0.987085,0.000000,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000034.png,6efc2278fa041fce75c9acc6462e3744ec20c58b785f386cfe4fd52da54fa741,14,7,7,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM011-GM_RM011_PV001-000035,GM_RM011,GM_RM011:PV001,development,A,S0MV-GM_RM011-PV001-SEG01,35,0.700000000,GM_RM011|000035|gm_rm011_00021;GM_RM011|000035|GM_RM011|000035.png|000017.png|1|O1:car:0.88,2,usable:2,1184.881000,1248.701000,130.664500,64.066500,158.500000,1181.261500,1247.751500,127.942000,63.440000,159.750000,1.177846,2.793655,1.750000,"1028.637,1316.211;1257.653,1402.564;1341.125,1181.191;1112.109,1094.838","1029.848,1316.993;1261.974,1393.375;1332.675,1178.510;1100.549,1102.128",1024,1090,1347,1334,0.352814,-0.935693,0.935693,0.352814,67.596455,69.930040,64.628130,69.819936,0.000000,50.000000,108.000000,144.000000,52.000000,30.000000,0,250,55.267756,0.987534,0.000000,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000035.png,98eecb99148134f8d28760b0d739d28b8dbacf4ca84ab9b4362a634a7d3a3f04,18,6,12,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM011-GM_RM011_PV001-000036,GM_RM011,GM_RM011:PV001,development,A,S0MV-GM_RM011-PV001-SEG01,36,0.720000000,GM_RM011|000036|GM_RM011|000036.png|000017.png|1|O1:car:0.88,1,usable:1,1188.642000,1250.802000,127.942000,63.440000,157.000000,1184.881000,1248.701000,127.942000,63.440000,158.500000,0.000000,0.000000,1.750000,"1033.452,1313.590;1248.743,1407.052;1343.832,1188.014;1128.541,1094.552","1031.342,1315.088;1256.364,1399.935;1338.420,1182.314;1113.398,1097.467",1027,1090,1349,1334,0.398216,-0.917292,0.917292,0.398216,68.225264,67.057931,66.450573,68.710695,0.000000,50.000000,108.000000,144.000000,58.000000,33.000000,0,251,62.557362,0.987732,0.000000,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000036.png,33e0f741a380fd63d342bce68d10a871c3fd6e84671996e9161aa713352b8bfa,13,4,9,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM011-GM_RM011_PV002-000000,GM_RM011,GM_RM011:PV002,development,A,S0MV-GM_RM011-PV002-SEG01,0,0.000000000,GM_RM011|000000|GM_RM011|000000.png|000000.png|2|O2:car:0.87,1,usable:1,1272.217000,1152.230000,145.119000,70.695000,48.000000,1286.522000,1152.115000,78.740000,143.827000,150.000000,0.000000,0.000000,1.750000,"1106.237,1152.135;1336.972,1305.057;1438.197,1152.325;1207.462,999.403","1104.325,1157.855;1333.729,1328.184;1468.719,1146.375;1239.315,976.046",1100,972,1474,1334,0.552445,-0.833549,0.833549,0.552445,52.351676,79.088825,64.698301,81.635614,0.000000,38.000000,59.000000,75.000000,32.000000,6.000000,0,126,31.875502,1.000000,0.000000,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000000.png,7eb197d80a6deccc38bc0cc7ec47febe48e028a5febcd2046ba24a246522a75a,24,9,15,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM011-GM_RM011_PV002-000002,GM_RM011,GM_RM011:PV002,development,A,S0MV-GM_RM011-PV002-SEG01,2,0.040000000,GM_RM011|000002|GM_RM011|000002.png|000001.png|2|O2:car:0.86,1,usable:1,1286.522000,1150.115000,78.740000,147.827000,150.000000,1289.522000,1151.615000,78.740000,145.827000,150.000000,0.000000,0.000000,1.750000,"1100.610,1156.399;1336.195,1329.379;1472.434,1143.831;1236.849,970.851","1106.190,1154.625;1336.346,1328.892;1472.854,1148.605;1242.698,974.338",1096,966,1478,1334,0.591847,-0.806051,0.806051,0.591847,65.769788,83.505884,64.610604,82.482279,0.000000,38.000000,59.000000,75.000000,32.000000,7.000000,0,144,31.910801,1.000000,0.000000,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000002.png,636ab92cf088801a4e9a18ed91a917f54070e74ba3671d5a6d59e488524d9dbd,20,7,13,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM011-GM_RM011_PV002-000003,GM_RM011,GM_RM011:PV002,development,A,S0MV-GM_RM011-PV002-SEG01,3,0.060000000,GM_RM011|000003|GM_RM011|000003.png|000001.png|2|O2:car:0.86,1,usable:1,1292.522000,1152.115000,74.740000,143.827000,150.000000,1292.522000,1151.115000,78.740000,147.827000,150.000000,0.000000,0.000000,1.750000,"1114.691,1150.907;1337.827,1324.082;1470.353,1153.323;1247.217,980.148","1108.103,1151.388;1338.993,1329.584;1476.941,1150.842;1246.051,972.646",1104,968,1482,1334,0.613114,-0.789995,0.789995,0.613114,61.757967,80.700613,64.509755,83.330561,0.000000,38.000000,59.000000,75.000000,33.000000,7.000000,0,163,33.123135,1.000000,0.000000,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000003.png,03df665dcc5f67c313c8ac51577b47cc1b97c52fd1b6ea1201656d6123ebe153,29,14,15,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM011-GM_RM011_PV002-000004,GM_RM011,GM_RM011:PV002,development,A,S0MV-GM_RM011-PV002-SEG01,4,0.080000000,GM_RM011|000004|GM_RM011|000004.png|000002.png|2|O2:car:0.81,1,usable:1,1294.522000,1151.115000,78.740000,147.827000,150.000000,1294.522000,1150.115000,78.740000,147.827000,150.000000,0.000000,0.000000,1.750000,"1110.589,1149.659;1340.071,1329.324;1478.455,1152.571;1248.973,972.906","1110.398,1149.329;1340.429,1328.426;1478.646,1150.901;1248.615,971.804",1106,967,1484,1334,0.616459,-0.787387,0.787387,0.616459,64.137283,83.270758,64.282173,83.294439,0.000000,38.000000,59.000000,75.000000,34.000000,9.000000,0,160,34.488062,1.000000,0.000000,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000004.png,1aaf4a9bc50115b2ae8a6a827611b0ed79130152ba8f7179b8d079646a1697a6,50,14,36,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM011-GM_RM011_PV002-000005,GM_RM011,GM_RM011:PV002,development,A,S0MV-GM_RM011-PV002-SEG01,5,0.100000000,GM_RM011|000005|GM_RM011|000005.png|000002.png|2|O2:car:0.81,1,usable:1,1295.522000,1150.115000,78.740000,147.827000,151.000000,1294.522000,1150.115000,78.740000,147.827000,150.000000,0.000000,0.000000,1.750000,"1110.440,1149.600;1340.166,1329.733;1480.604,1150.630;1250.878,970.497","1110.398,1149.329;1340.429,1328.426;1478.646,1150.901;1248.615,971.804",1106,966,1486,1334,0.617046,-0.786927,0.786927,0.617046,65.027953,83.407882,64.282173,83.294439,0.000000,38.000000,59.000000,75.000000,36.000000,7.000000,0,160,35.250658,1.000000,0.000000,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000005.png,3d6886153cb9df4474a260f0b49779d39a14c6ab0dd65703dd395de12ba85d3f,45,17,28,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM011-GM_RM011_PV002-000006,GM_RM011,GM_RM011:PV002,development,A,S0MV-GM_RM011-PV002-SEG01,6,0.120000000,GM_RM011|000006|GM_RM011|000006.png|000003.png|2|O2:car:0.86,1,usable:1,1296.522000,1147.115000,78.740000,147.827000,151.000000,1295.022000,1148.615000,78.740000,147.827000,150.500000,0.000000,0.000000,1.750000,"1111.134,1147.745;1341.776,1326.896;1481.910,1146.485;1251.268,967.334","1110.142,1148.966;1340.832,1327.730;1479.902,1148.264;1249.212,969.500",1106,963,1487,1333,0.613435,-0.789745,0.789745,0.613435,65.268980,83.441391,64.869471,83.384871,0.000000,38.000000,59.000000,75.000000,36.000000,8.000000,0,152,35.902637,1.000000,0.000000,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000006.png,e125904355d29dd8ae6feb6d5882cdcfdaf4b2b539579be2614203912dfc17fc,52,11,41,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM011-GM_RM011_PV002-000007,GM_RM011,GM_RM011:PV002,development,A,S0MV-GM_RM011-PV002-SEG01,7,0.140000000,GM_RM011|000007|GM_RM011|000007.png|000003.png|2|O2:car:0.86,1,usable:1,1293.522000,1144.115000,78.740000,147.827000,144.000000,1295.522000,1147.115000,78.740000,147.827000,151.000000,0.000000,0.000000,1.750000,"1115.933,1141.210;1346.434,1313.663;1471.111,1147.020;1240.610,974.567","1109.914,1148.599;1341.230,1327.013;1481.130,1145.631;1249.814,967.217",1105,963,1487,1333,0.599060,-0.800704,0.800704,0.599060,59.463340,82.249269,65.447429,83.465187,0.000000,38.000000,59.000000,75.000000,39.000000,7.000000,0,149,38.272466,1.000000,0.000000,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000007.png,78204cef8581b0c5ee081edba67c6dd7e80a892ed8f2131c64f8464bc94ed61f,45,7,38,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM011-GM_RM011_PV003-000058,GM_RM011,GM_RM011:PV003,heldout_validation,C,S0MV-GM_RM011-PV003-SEG01,58,1.160000000,GM_RM011|000058|frameadd_gm_rm011_000028_000058_01,1,usable:1,1094.639000,1202.166000,70.306000,166.516000,153.000000,1094.639000,1202.166000,70.306000,166.516000,153.000000,0.000000,0.000000,1.750000,"1095.847,1364.596;1217.575,1308.334;1093.431,1039.736;971.703,1095.998","1095.847,1364.596;1217.575,1308.334;1093.431,1039.736;971.703,1095.998",967,1035,1223,1334,-0.419546,-0.907734,0.907734,-0.419546,84.542831,38.314674,84.542831,38.314674,0.000000,38.000000,72.000000,91.580000,34.000000,11.000000,0,251,39.028538,0.993230,0.000000,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000058.png,5e5e07af46d6271ad40e8561d74ebaf06f38925a9b59f9fac9a346986dcf4649,26,17,9,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
S1L-FIELD-GM_RM011-GM_RM011_PV003-000073,GM_RM011,GM_RM011:PV003,heldout_validation,C,S0MV-GM_RM011-PV003-SEG02,73,1.460000000,GM_RM011|000073|gm_rm011_00041,1,usable:1,1119.998000,1202.761000,69.777000,169.918000,157.000000,1119.998000,1202.761000,69.777000,169.918000,157.000000,0.000000,0.000000,1.750000,"1081.372,1374.253;1238.718,1332.403;1158.624,1031.269;1001.278,1073.119","1081.372,1374.253;1238.718,1332.403;1158.624,1031.269;1001.278,1073.119",997,1027,1244,1334,-0.257039,-0.966401,0.966401,-0.257039,89.029555,46.519033,89.029555,46.519033,0.000000,59.000000,112.000000,145.850000,52.000000,18.000000,0,251,60.334913,0.989412,0.000000,D:\profile\research\data\GM_RM011\GM_RM011_SARframes_gray\000073.png,e4856a37ac434d2f9b296164cd081edcef8321f24f01d20aab3c2b4a5d830e97,32,19,13,false,INDEX_ALIGNED_DISPLAY_DERIVATION_SUPPORTED,all original GT rows retained as anchor evidence; field reconstructed once per unique vehicle/frame
