structure_relation_id,scene,canonical_vehicle_id,segment_id,sar_frame_index,source_observation_id,target_observation_id,relation_types,global_dx_px,global_dy_px,global_distance_px,radial_delta_px,tangential_delta_px,orientation_difference_deg,collinearity_residual_px,parallel_score,near_far_order,shared_background_connection,notes
S1L-REL-0000079,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,19,S1L-OBS-0000210,S1L-OBS-0000217,spatial_neighbor;parallel;near_far_correspondence;possible_shared_extended_response,21.899749,37.051272,43.039468,-33.308042,27.257478,6.398928,67.238807,0.928901,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000080,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,19,S1L-OBS-0000210,S1L-OBS-0000219,spatial_neighbor;same_azimuth_band;near_far_correspondence;possible_shared_extended_response,-21.560294,35.683217,41.690985,-38.536404,-15.908611,65.613262,44.635420,0.270964,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000081,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,19,S1L-OBS-0000211,S1L-OBS-0000217,spatial_neighbor;near_far_correspondence;possible_shared_extended_response,-32.635081,45.500078,55.993800,-49.916998,-25.369250,23.078999,46.525194,0.743567,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000082,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,19,S1L-OBS-0000216,S1L-OBS-0000217,spatial_neighbor;same_radial_band;collinear;near_far_correspondence;possible_shared_extended_response,90.501698,9.916055,91.043317,3.901887,90.959666,40.222203,14.077519,0.553087,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000083,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,19,S1L-OBS-0000217,S1L-OBS-0000219,spatial_neighbor;same_radial_band;collinear;near_far_correspondence;possible_shared_extended_response,-43.460043,-1.368055,43.481570,-5.228362,-43.166089,59.214334,9.627686,0.342063,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000084,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,20,S1L-OBS-0000227,S1L-OBS-0000228,spatial_neighbor;same_radial_band;collinear;near_far_correspondence;possible_shared_extended_response,57.093499,-7.695696,57.609820,16.661045,55.147992,24.530260,6.143622,0.727442,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000085,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,20,S1L-OBS-0000227,S1L-OBS-0000233,spatial_neighbor;collinear;near_far_correspondence;possible_shared_extended_response,-67.092690,25.243447,71.684452,-35.573558,-62.234899,38.197106,6.798361,0.575588,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000086,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,20,S1L-OBS-0000227,S1L-OBS-0000234,spatial_neighbor;same_azimuth_band;parallel;near_far_correspondence;possible_shared_extended_response,16.635569,35.701336,39.386896,-32.607966,22.091812,9.742803,69.093646,0.891747,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000087,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,20,S1L-OBS-0000228,S1L-OBS-0000234,spatial_neighbor;parallel;near_far_correspondence;possible_shared_extended_response,-40.457930,43.397032,59.330822,-49.269011,-33.056180,14.787457,42.929873,0.835695,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000088,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,20,S1L-OBS-0000233,S1L-OBS-0000234,spatial_neighbor;same_radial_band;collinear;near_far_correspondence;possible_shared_extended_response,83.728259,10.457889,84.378841,2.965592,84.326711,47.939909,11.197041,0.467334,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000089,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,21,S1L-OBS-0000241,S1L-OBS-0000242,spatial_neighbor;same_radial_band;parallel;collinear;near_far_correspondence;possible_shared_extended_response,58.579475,-9.037806,59.272564,19.976512,55.804802,6.368837,0.577620,0.929235,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000090,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,21,S1L-OBS-0000241,S1L-OBS-0000247,spatial_neighbor;collinear;near_far_correspondence;possible_shared_extended_response,-65.654131,24.467829,70.065252,-36.467719,-59.826791,34.667741,5.877483,0.614803,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000091,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,21,S1L-OBS-0000241,S1L-OBS-0000248,spatial_neighbor;same_azimuth_band;parallel;near_far_correspondence;possible_shared_extended_response,17.808216,33.521440,37.958128,-29.538692,23.838732,8.471132,68.111277,0.905876,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000092,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,21,S1L-OBS-0000242,S1L-OBS-0000248,spatial_neighbor;parallel;near_far_correspondence;possible_shared_extended_response,-40.771259,42.559246,58.937127,-49.515204,-31.966070,2.102295,38.036201,0.976641,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000093,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,21,S1L-OBS-0000247,S1L-OBS-0000248,spatial_neighbor;same_radial_band;collinear;near_far_correspondence;possible_shared_extended_response,83.462347,9.053611,83.951958,6.929027,83.665523,43.138873,12.281661,0.520679,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000094,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,22,S1L-OBS-0000254,S1L-OBS-0000255,spatial_neighbor;same_radial_band;collinear;near_far_correspondence,100.408122,35.134746,106.377824,-15.484216,105.244859,63.630243,13.355703,0.292997,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000095,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,22,S1L-OBS-0000254,S1L-OBS-0000260,spatial_neighbor;parallel;near_far_correspondence;possible_shared_extended_response,25.964724,39.840933,47.554882,-34.202943,33.039756,8.757166,65.392663,0.902698,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000096,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,22,S1L-OBS-0000255,S1L-OBS-0000256,spatial_neighbor;near_far_correspondence,50.274671,-29.468229,58.274515,38.455750,43.784408,18.295094,18.011604,0.796721,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000097,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,22,S1L-OBS-0000255,S1L-OBS-0000260,spatial_neighbor;same_radial_band;collinear;near_far_correspondence;possible_shared_extended_response,-74.443398,4.706187,74.592008,-18.718727,-72.205103,54.873077,9.547556,0.390299,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000098,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,23,S1L-OBS-0000263,S1L-OBS-0000265,spatial_neighbor;same_radial_band;collinear;near_far_correspondence,95.551822,41.623444,104.224094,-24.096670,101.400258,61.960318,6.978404,0.311552,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000099,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,23,S1L-OBS-0000263,S1L-OBS-0000273,spatial_neighbor;parallel;near_far_correspondence,24.365774,42.280899,48.799235,-37.313947,31.448923,3.328660,71.225226,0.963015,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000100,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,23,S1L-OBS-0000264,S1L-OBS-0000265,spatial_neighbor;same_azimuth_band;parallel;near_far_correspondence,-20.254085,31.456667,37.413231,-34.538857,-14.381141,6.318530,73.783703,0.929794,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000101,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,23,S1L-OBS-0000265,S1L-OBS-0000273,spatial_neighbor;same_radial_band;near_far_correspondence,-71.186048,0.657455,71.189084,-13.217277,-69.951335,65.288978,17.089230,0.274567,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000102,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,24,S1L-OBS-0000284,S1L-OBS-0000286,spatial_neighbor;near_far_correspondence,-40.998833,12.842646,42.963215,-20.147028,-37.946477,48.537978,24.245766,0.460689,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000103,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,24,S1L-OBS-0000284,S1L-OBS-0000290,spatial_neighbor;near_far_correspondence,-22.449872,50.053920,54.857922,-53.323259,-12.884941,83.979314,23.278227,0.066897,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000104,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,24,S1L-OBS-0000284,S1L-OBS-0000291,spatial_neighbor;near_far_correspondence,2.794170,38.940123,39.040243,-37.766395,9.891409,15.645870,78.996394,0.826157,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000105,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,24,S1L-OBS-0000284,S1L-OBS-0000293,spatial_neighbor;near_far_correspondence,32.402602,38.080037,50.000178,-31.488400,38.839392,80.271875,42.705929,0.108090,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000106,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,24,S1L-OBS-0000284,S1L-OBS-0000295,spatial_neighbor;collinear;near_far_correspondence,-40.144231,41.593199,57.806172,-48.252702,-31.831277,50.942743,1.972189,0.433970,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000107,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,24,S1L-OBS-0000286,S1L-OBS-0000287,spatial_neighbor;parallel;near_far_correspondence,-69.042482,6.454775,69.343554,-19.013004,-66.686087,9.866354,36.297576,0.890374,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000108,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,24,S1L-OBS-0000286,S1L-OBS-0000289,spatial_neighbor;parallel;near_far_correspondence,-45.583498,18.864054,49.332624,-26.907402,-41.348513,12.859978,19.157136,0.857111,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000109,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,24,S1L-OBS-0000286,S1L-OBS-0000290,spatial_neighbor;near_far_correspondence,18.548961,37.211274,41.578154,-33.176231,25.061536,47.482708,27.373859,0.472414,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000110,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,24,S1L-OBS-0000286,S1L-OBS-0000291,spatial_neighbor;near_far_correspondence,43.793003,26.097477,50.979461,-17.619367,47.837886,32.892108,39.538418,0.634532,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000111,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,24,S1L-OBS-0000286,S1L-OBS-0000295,spatial_neighbor;same_azimuth_band;parallel;near_far_correspondence,0.854602,28.750553,28.763252,-28.105674,6.115200,2.404765,47.659206,0.973280,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000112,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,24,S1L-OBS-0000287,S1L-OBS-0000289,spatial_neighbor;same_radial_band;parallel;near_far_correspondence,23.458984,12.409279,26.538917,-7.894398,25.337574,2.993624,79.382823,0.966738,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000113,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,24,S1L-OBS-0000287,S1L-OBS-0000290,spatial_neighbor;near_far_correspondence,87.591443,30.756499,92.834385,-14.163227,91.747623,37.616354,70.852987,0.582041,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000114,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,24,S1L-OBS-0000289,S1L-OBS-0000290,spatial_neighbor;same_radial_band;near_far_correspondence,64.132459,18.347220,66.705268,-6.268829,66.410049,34.622730,70.463543,0.615303,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000115,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,24,S1L-OBS-0000290,S1L-OBS-0000291,spatial_neighbor;near_far_correspondence,25.244042,-11.113797,27.582207,15.556864,22.776350,80.374816,15.015178,0.106946,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000116,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,24,S1L-OBS-0000290,S1L-OBS-0000293,spatial_neighbor;near_far_correspondence,54.852474,-11.973883,56.144170,21.834859,51.724333,15.748811,61.058457,0.825013,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000117,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,24,S1L-OBS-0000290,S1L-OBS-0000295,spatial_neighbor;same_radial_band;near_far_correspondence,-17.694359,-8.460721,19.613111,5.070557,-18.946336,45.077943,65.323439,0.499134,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000118,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,24,S1L-OBS-0000291,S1L-OBS-0000293,spatial_neighbor;same_radial_band;collinear;near_far_correspondence,29.608432,-0.860086,29.620922,6.277995,28.947983,64.626005,7.082621,0.281933,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000119,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,24,S1L-OBS-0000291,S1L-OBS-0000295,spatial_neighbor;collinear;near_far_correspondence,-42.938401,2.653076,43.020287,-10.486307,-41.722686,35.296873,5.210826,0.607813,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000120,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,25,S1L-OBS-0000303,S1L-OBS-0000304,spatial_neighbor;parallel;near_far_correspondence,-33.420879,6.351895,34.019138,-12.570996,-31.611260,1.014369,19.649253,0.988729,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000121,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,25,S1L-OBS-0000303,S1L-OBS-0000311,spatial_neighbor;near_far_correspondence,1.470038,39.946296,39.973336,-38.943658,9.014380,64.490459,37.519560,0.283439,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000122,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,25,S1L-OBS-0000303,S1L-OBS-0000313,spatial_neighbor;near_far_correspondence,-21.853380,50.741901,55.247722,-53.964061,-11.840223,73.449180,29.948798,0.183898,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000123,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,25,S1L-OBS-0000304,S1L-OBS-0000306,spatial_neighbor;parallel;near_far_correspondence,-18.118466,12.748621,22.154145,-15.951531,-15.373836,8.054308,35.964998,0.910508,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000124,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,25,S1L-OBS-0000304,S1L-OBS-0000313,spatial_neighbor;collinear;near_far_correspondence,11.567499,44.390006,45.872428,-41.393065,19.771037,74.463549,7.957409,0.172627,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000125,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,25,S1L-OBS-0000305,S1L-OBS-0000307,spatial_neighbor;same_azimuth_band;collinear;near_far_correspondence,0.468824,10.822282,10.832432,-10.537273,2.511464,44.736211,1.720368,0.502931,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000126,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,25,S1L-OBS-0000305,S1L-OBS-0000309,spatial_neighbor;parallel;near_far_correspondence,23.438588,13.330114,26.964038,-8.646213,25.540210,10.642823,68.449829,0.881746,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000127,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,25,S1L-OBS-0000306,S1L-OBS-0000309,spatial_neighbor;near_far_correspondence,-35.642236,13.593057,38.146300,-20.101925,-32.419945,39.655639,17.946251,0.559382,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000128,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,25,S1L-OBS-0000306,S1L-OBS-0000313,spatial_neighbor;near_far_correspondence,29.685965,31.641385,43.387023,-25.441534,35.144873,82.517857,36.525390,0.083135,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000129,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,25,S1L-OBS-0000307,S1L-OBS-0000309,spatial_neighbor;same_radial_band;near_far_correspondence,22.969764,2.507832,23.106261,1.891060,23.028746,55.379034,45.052708,0.384677,source_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000130,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,25,S1L-OBS-0000309,S1L-OBS-0000313,spatial_neighbor;same_radial_band;near_far_correspondence,65.328201,18.048328,67.775482,-5.339609,67.564818,57.826504,54.265816,0.357483,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000131,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,25,S1L-OBS-0000311,S1L-OBS-0000313,spatial_neighbor;near_far_correspondence,-23.323418,10.795605,25.700718,-15.020403,-20.854603,42.060361,29.750205,0.532663,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000132,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,26,S1L-OBS-0000325,S1L-OBS-0000327,spatial_neighbor;parallel;collinear;near_far_correspondence,-38.073051,6.668244,38.652590,-13.283427,-36.298391,5.860188,7.843580,0.934887,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000133,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,26,S1L-OBS-0000325,S1L-OBS-0000329,spatial_neighbor;parallel;collinear;near_far_correspondence,-53.812724,19.571794,57.261369,-28.762444,-49.513495,10.841609,7.054180,0.879538,target_nearer,false,geometric relation; no graph neural network or identity claim
S1L-REL-0000134,GM_RM011,GM_RM011:PV001,S0MV-GM_RM011-PV001-SEG01,26,S1L-OBS-0000325,S1L-OBS-0000335,spatial_neighbor;near_far_correspondence,5.538722,38.039124,38.440244,-36.464357,12.165651,21.125901,75.067848,0.765268,target_nearer,false,geometric relation; no graph neural network or identity claim
